"Time","ZW","ZZ","MZ","MM","MW","RW","RZ","MR","RR"
0,0,250,0,0,0,0,0,0,0
30,0,181.790502316521,0,129.353055706635,0,0,0,0,0
60,0,174.229683863584,47.6030402677177,132.375475511168,0,0,0,0,0
90,0,158.433222506025,63.5290745253555,146.656673006946,0,0,0,0,0
120,0,138.94203994547,73.7956270590291,162.354833190673,0,0,0,0,0
150,0,118.927430016372,81.6850258807242,181.210832198045,0,0,0,0,0
180,0,98.5501386994443,87.4116028374474,104.307367249235,0,0,0,0,0
210,0,90.7462178357674,90.6589412829488,89.1168577595273,0,0,0,0,0
240,0,89.2824957203349,88.6361900339946,88.5542758723565,0,0,0,0,0
270,0,88.9625180064624,88.4176269720176,87.8744545470931,0,0,0,0,0
300,0,88.9829189303094,88.2897165694465,87.7152992779866,0,0,0,0,0
330,0,89.0809824962461,88.2536594836407,87.5472152513326,0,0,0,0,0
360,0,89.2194440316269,88.2210263496929,87.3742360201476,0,0,0,0,0
390,0,89.390189055788,88.1871280571081,87.1681793097959,0,0,0,0,0
420,0,89.5970048214161,88.1466504059183,86.921621318475,0,0,0,0,0
450,0,89.8465186713972,88.0977001405452,86.6251997785913,0,0,0,0,0
480,0,90.1474171724799,88.0381019102059,86.2688090357394,0,0,0,0,0
510,0,90.5103250362058,87.965345108885,85.8403727892643,0,0,0,0,0
540,0,90.9481452114799,87.8762818345609,85.3255019132914,0,0,0,0,0
570,0,91.476527909778,87.7669298684954,84.7070271961859,0,0,0,0,0
600,0,92.1144700563064,87.6322049481175,83.9645077402383,0,0,0,0,0
630,0,92.8850551984941,87.4655677444665,83.0736773337212,0,0,0,0,0
660,0,93.8163641456154,87.2585442967221,82.0058408622261,0,0,0,0,0
690,0,94.942592589888,87.0000723590255,80.727242473917,0,0,0,0,0
720,0,96.30541640752,86.6756086068855,79.198452830797,0,0,0,0,0
750,0,97.955644296115,86.2659107820867,77.3738626159757,0,0,0,0,0
780,0,99.955184794293,85.7453850680541,75.2014345052589,0,0,0,0,0
810,0,102.37931752282,85.07986801687,72.6229688673443,0,0,0,0,0
840,0,105.319172342075,84.223708322213,69.5752966455925,0,0,0,0,0
870,0,108.88414138937,83.1160588093527,65.9930438979698,0,0,0,0,0
900,0,113.203604129463,81.6764497169746,61.8139222631347,0,0,0,0,0
930,0,118.42672303572,79.8001163923003,56.9878484870816,0,0,0,0,0
960,0,124.71803151943,77.3544076824907,51.4914222494919,0,0,0,0,0
990,0,132.245017787481,74.1791820265837,45.3489690313625,0,0,0,0,0
1020,0,141.152196851147,70.096561917608,38.6596122083401,0,0,0,0,0
1050,0,151.515553166437,64.9381722047638,31.6253687281253,0,0,0,0,0
1080,0,163.274948874502,58.598375236391,24.567242909748,0,0,0,0,0
1110,0,176.155151556744,51.1140320620061,17.9073425084432,0,0,0,0,0
1140,0,189.610551330028,42.7482504089692,12.0955218175982,0,0,0,0,0
1170,0,202.851200534025,34.0228761556692,7.48469914896727,0,0,0,0,0
1200,0,214.993231946559,25.6364000294624,4.20864278971991,0,0,0,0,0
1230,0,225.299920350877,18.2640742780665,2.14442069664261,0,0,0,0,0
1260,0,233.389760016612,12.3411639445841,0.993669739251294,0,0,0,0,0
1290,0,239.290055523973,7.96461745743213,0.422743609404456,0,0,0,0,0
1320,0,243.327074211547,4.95465222200333,0.16739057125255,0,0,0,0,0
1350,0,245.949623031644,2.99929168815714,0.062636941713839,0,0,0,0,0
1380,0,247.587257395344,1.78154781411477,0.0224768649414367,0,0,0,0,0
1410,0,248.581132003555,1.0451167265528,0.00783218916588493,0,0,0,0,0
1440,0,249.172613524814,0.608304377066535,0.00267612773664326,0,0,0,0,0
1470,0,249.520101489783,0.352365406280541,0.000902945827517103,0,0,0,0,0
1500,0,249.72257028667,0.203526148403977,0.000302287090603782,0,0,0,0,0
1530,0,249.839938935887,0.117358257040791,0.000100720724624779,0,0,0,0,0
1560,0,249.907764376438,0.0676050384491279,3.34651320252944e-05,0,0,0,0,0
1590,0,249.94688650544,0.0389220898841921,1.11005792243083e-05,0,0,0,0,0
1620,0,249.969427469367,0.0224011167260074,3.67856562986353e-06,0,0,0,0,0
1650,0,249.982406458749,0.0128902207361305,1.21833749390133e-06,0,0,0,0,0
1680,0,249.989876878734,0.0074165735459653,4.03381312269807e-07,0,0,0,0,0
1710,0,249.994175743412,0.00426696199871024,1.3353115979752e-07,0,0,0,0,0
1740,0,249.996649217161,0.00245481303906871,4.41979987818259e-08,0,0,0,0,0
1770,0,249.998072295899,0.00141224148008193,1.46283587928699e-08,0,0,0,0,0
1800,0,249.998891009767,0.00081244555460937,4.84142343724542e-09,0,0,0,0,0
1830,0,249.999362013939,0.000467386921949324,1.60229173826534e-09,0,0,0,0,0
1860,0,249.999632977723,0.000268879140740823,5.30279667002945e-10,0,0,0,0,0
1890,0,249.999788859097,0.000154680892576267,1.75495262448791e-10,0,0,0,0,0
1920,0,249.99987853488,8.8984764106103e-05,5.80796668608939e-11,0,0,0,0,0
1950,0,249.999930123625,5.11910817926126e-05,1.92212601512191e-11,0,0,0,0,0
1980,0,249.999959801587,2.9449150485536e-05,6.36119975210279e-12,0,0,0,0,0
