"Time","ZW","ZZ","MaZ","MbZ","MaMb","MaMa","MbMb","RZ","MaR","MbR","RR","MaW","MbW","RW"
0,0,200,0,0,50,0,0,0,0,0,0,0,0,0
30,0,218.813769874098,7.0533824478474,7.0533824478474,3.24466886661305,0,0,14.1067648956948,0,0,0,0,0,0
60,0,213.880922773894,3.37561885304895,3.37281649631893,0.25226534012032,0,0,29.330631497609,0.35551061017095,0.302344395663632,0.891593462277745,0,0,0
90,0,214.187561388,1.27551877322822,1.26456711600845,0.030900172560435,0,0,31.8767071043301,0.194400228712828,0.183794260829507,1.16967889756862,0,0,0
120,0,197.363867208122,2.13801202442708,2.13217923737336,16.2977084813901,0,0,44.7114651274896,4.38384237433879,1.33503557209333,4.52908068757807,0,0,0
150,0,160.007915072205,5.89462580656544,5.59706392315789,17.818845116873,0,0,67.6799015553318,8.11535653493086,2.762007510447,10.0679299582245,0,0,0
180,0,124.068634961856,6.79618184886101,6.18141606033093,18.1565410312227,0,0,88.4539351679523,11.5172818056037,4.25224285908315,18.946136272768,0,0,0
210,0,102.810783305271,5.94599803003867,5.05814220024225,1.79862937213396,0,0,102.451135871894,7.14189213218903,4.07530580635907,26.5848736493756,0,0,0
240,0,97.46869521594,2.85506037186855,2.17638220676059,0.238942462291811,0,0,110.724297820102,3.2840005326394,2.34681268537767,31.586695979548,0,0,0
270,0,95.7869609621297,1.25673767444407,0.939975041366946,0.0395762184032395,0,0,114.790336783442,1.51416625029443,1.12045042563869,34.4082219732506,0,0,0
300,0,95.1972687239443,0.553511851960825,0.413525636939643,0.00729310662089254,0,0,116.705944063364,0.685953856831107,0.511142955098359,35.770877414837,0,0,0
330,0,94.959330580697,0.245104053759253,0.183179197277632,0.00140534909696202,0,0,117.586651782427,0.307893079534968,0.229929813361197,36.4018047696911,0,0,0
360,0,94.8583975555407,0.108865909541422,0.0813862892859762,0.000275569881999164,0,0,117.98365846407,0.137602429084989,0.102841018368753,36.686708862365,0,0,0
390,0,94.8140959301077,0.0484243207388495,0.0362071031126019,5.44031296017688e-05,0,0,118.161274334317,0.061376166898452,0.0458861140811575,36.8143882551886,0,0,0
420,0,94.7944767481077,0.0215536754784627,0.0161170235678286,1.07691932872948e-05,0,0,118.240474752494,0.0273522579954043,0.0204519967666242,36.8713751364675,0,0,0
450,0,94.7857481646544,0.00959637562223701,0.00717605614968127,2.13410907642348e-06,0,0,118.275755838347,0.0121847762874164,0.00911143821608093,36.8967774278921,0,0,0
480,0,94.7818613526229,0.00427317095825378,0.00319547646250215,4.23104038794508e-07,0,0,118.291467151946,0.00542708672835747,0.00405833631700717,36.9080935945419,0,0,0
510,0,94.7801299671042,0.00190291220619894,0.00142300729754138,8.38998635507582e-08,0,0,118.298463368483,0.00241703266460392,0.00180746160617423,36.913133712304,0,0,0
540,0,94.7793587558343,0.0008474197340575,0.000633706694657326,1.66383882365384e-08,0,0,118.301578806497,0.00107642404862252,0.000804956305135504,36.9153783411802,0,0,0
570,0,94.7790152541962,0.000377383965974267,0.000282210888439393,3.29971829116091e-09,0,0,118.302966157509,0.000479377489909873,0.000358482202695447,36.916377967288,0,0,0
600,0,94.7788622661496,0.000168062401096893,0.000125678547535595,6.54409073554283e-10,0,0,118.303583977739,0.000213485769612868,0.00015964648478213,36.9168231380956,0,0,0
630,0,94.7787941312483,7.48442921394263e-05,5.59692378747857e-05,1.29785080707016e-10,0,0,118.303859111322,9.50733751416341e-05,7.10967172475846e-05,36.9170213889355,0,0,0
660,0,94.7787637873568,3.33309162682737e-05,2.49251633694805e-05,2.57395862484271e-11,0,0,118.303981637374,4.233975172473e-05,3.16620504267863e-05,36.9171096772775,0,0,0
690,0,94.7787502738814,1.48434898058371e-05,1.11000977444487e-05,5.10480246405892e-12,0,0,118.304036202504,1.88554734469226e-05,1.41002954296122e-05,36.9171489953182,0,0,0
720,0,94.7787442557789,6.61035636465059e-06,4.94328520508848e-06,1.01241036468338e-12,0,0,118.304060502319,8.39704460761744e-06,6.27938699278199e-06,36.9171665050919,0,0,0
750,0,94.7787415756828,2.9438370493013e-06,2.20142840810593e-06,2.00786421841399e-13,0,0,118.304071323915,3.73951627098208e-06,2.79644462669773e-06,36.9171743028418,0,0,0
780,0,94.7787403821338,1.3109999589826e-06,9.80377826030709e-07,3.98209988778337e-14,0,0,118.30407614317,1.66534558923211e-06,1.24536074351704e-06,36.9171777754689,0,0,0
810,0,94.7787398506015,5.83836976907331e-07,4.36598661562456e-07,7.89750632080645e-15,0,0,118.304078289363,7.41640272471675e-07,5.5460541677708e-07,36.9171793219586,0,0,0
840,0,94.7787396138903,2.60004293668841e-07,1.94433602554067e-07,1.56627431041733e-15,0,0,118.304079245142,3.30279968030366e-07,2.46986398158404e-07,36.9171800106679,0,0,0
870,0,94.778739508474,1.15789570789992e-07,8.65885062079247e-08,3.10631627448483e-16,0,0,118.304079670786,1.47085940206597e-07,1.09992219131238e-07,36.9171803173757,0,0,0
900,0,94.7787394615282,5.15653973857434e-08,3.85610785326306e-08,6.16060723082306e-17,0,0,118.304079860341,6.55028335214554e-08,4.89836214845793e-08,36.9171804539641,0,0,0
930,0,94.7787394406215,2.29639870956402e-08,1.71726808050659e-08,1.22180351830763e-17,0,0,118.304079944757,2.91708452169535e-08,2.18142264064682e-08,36.917180514792,0,0,0
960,0,94.7787394313109,1.02267165624657e-08,7.64763272537378e-09,2.42314399019425e-18,0,0,118.30407998235,1.29908610753605e-08,9.71468542045237e-09,36.9171805418809,0,0,0
990,0,94.7787394271646,4.5543368069364e-09,3.40577496158594e-09,4.80570460933798e-19,0,0,118.304079999092,5.78531304777438e-09,4.32631031873636e-09,36.9171805539446,0,0,0
