"Time","ZW","ZZ","MaZ","MbZ","MaMb","MaMa","MbMb","RZ","MaR","MbR","RR","MaW","MbW","RW"
0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
30,0,250.000322400697,0,0,0,0,0,0,0,0,0,0,0,0
60,0,250.000090984018,0,0,0,0,0,0,0,0,0,0,0,0
90,0,250.000018876751,0,0,0,0,0,0,0,0,0,0,0,0
120,0,206.481115099398,8.5698785229773,8.5698785229773,148.783570160972,0,0,0.00653149595126327,0.0173407207713372,0.00578024025711239,1.15616366778866e-06,0,0,0
150,0,113.904612464278,39.8405766982521,39.8392449789324,212.239577788181,0,0,0.0285229051044392,0.0410464559583895,0.0187117672640478,4.2539238811065e-06,0,0,0
180,0,57.3342203027867,44.0070134996942,44.0044648999952,285.692446681136,0,0,0.0500763379786439,0.0879635576019949,0.0528022882065918,1.58869512738572e-05,0,0,0
210,0,25.3791500644651,35.8716069756061,35.8687919110125,358.580835908531,0,0,0.0664696736191844,0.173118638549323,0.124414364873016,5.45720079127294e-05,0,0,0
240,0,9.23891817314507,23.2008643176721,23.1986719820703,419.919492430636,0,0,0.074330340612712,0.322626546739064,0.261386534541129,0.000175606423430934,0,0,0
270,0,2.56721395951026,11.5314705197037,11.5302448912328,460.704401868937,0,0,0.0697039186179465,0.572265715614605,0.501786175992933,0.000536714146780156,0,0,0
300,0,0.505830369724033,4.14649189435728,4.14601872724988,479.09452515172,0,0,0.0516388868559123,0.950232380435661,0.874913620810382,0.00151779273805637,0,0,0
330,0,0.0694557335046916,1.04673983260848,1.04661550287775,482.586837641437,0,0,0.0280382827279709,1.45123550148639,1.37444197610979,0.00378885204653949,0,0,0
360,0,0.00724659091751405,0.205140250429207,0.205115310434084,480.985872073269,0,0,0.0110144089592201,2.07031906435731,1.99347161770971,0.00825787547878823,0,0,0
390,0,0.00079987453382618,0.0664986316055783,0.0664898580209901,289.391611436192,0,0,0.00700841288840058,6.27918463884356,6.22163520105945,0.0503004684062961,0,0,0
420,0,0.000120141356416378,0.0576341682381848,0.0576237024865666,158.94116275699,0,0,0.00826475904834014,13.0430103094698,13.0094292442615,0.482656238047987,0,0,0
450,0,3.15458176109207e-05,0.0371464366305225,0.0371392657509155,113.120702808118,0,0,0.02617097533007,38.07254074933,38.0443937596647,5.33059553316998,0,0,0
480,0,1.82490023495129e-05,0.0267106066979271,0.0267055983690094,78.4817139277097,0,0,0.041410839503688,61.4456382794983,61.4218497051553,23.8205599333626,0,0,0
510,0,1.20671426976191e-05,0.0177905380230495,0.01778745985422,52.7044345327873,0,0,0.0479220440768008,70.8175897874155,70.7987395588281,48.0837015202844,0,0,0
540,0,7.57797923777454e-06,0.0112067100404932,0.0112049475822793,33.1224350084429,0,0,0.0473428702163615,70.0058127615803,69.9914826104963,74.8469807735482,0,0,0
570,0,5.05420003405084e-06,0.00747092062088663,0.00746985374409655,22.0884172983412,0,0,0.0441457771932487,65.2611967891387,65.2500780102927,97.4456374959913,0,0,0
600,0,3.50305597769822e-06,0.00517790595208166,0.00517723017867652,15.3047453263457,0,0,0.0402319023243651,59.4666870334718,59.4578773414766,116.402634930239,0,0,0
630,0,2.53452655697233e-06,0.00374572214175603,0.00374527123165957,11.0703395601615,0,0,0.0364658495834614,53.8924670824014,53.8853240170536,131.900732442574,0,0,0
660,0,1.90048737310542e-06,0.00280833311692373,0.002808018567942,8.29880795200645,0,0,0.0330898403353124,48.8965551725746,48.8906437452317,144.62513359808,0,0,0
690,0,1.46872583994469e-06,0.00217004859510076,0.00216982069980206,6.41185832828219,0,0,0.0301442556237355,44.5382308284718,44.5332510524755,155.148620955003,0,0,0
720,0,1.16402610192894e-06,0.00171964500332457,0.00171947456752505,5.08044434927362,0,0,0.0275953131304102,40.7671602726892,40.7629010342689,163.938526751921,0,0,0
750,0,9.42285651754097e-07,0.00139189790759684,0.00139176699823716,4.11168845766466,0,0,0.0253900581182919,37.5048250846583,37.501134331389,171.356429385597,0,0,0
780,0,7.76591782849601e-07,0.00114701073305276,0.0011469078872381,3.38790522016547,0,0,0.0234755797136315,34.6728322325965,34.6695979929543,177.67936727396,0,0,0
810,0,6.49920631295873e-07,0.000959811246204207,0.000959728875259286,2.8346628329039,0,0,0.0218051117464539,32.2019261772126,32.1990642923657,183.119795356243,0,0,0
840,0,5.51146885143927e-07,0.00081385017593174,0.000813783099406186,2.40332516975904,0,0,0.02033925920301,30.0337820367255,30.0312280699521,187.841639369342,0,0,0
870,0,4.72785377118153e-07,0.000698061011217497,0.000698005596249316,2.06117340724762,0,0,0.0190454829213401,28.1202338268204,28.1179376132891,191.972489447277,0,0,0
900,0,4.09668095531692e-07,0.000604803480507327,0.000604757118523698,1.78561980003559,0,0,0.0178970969585814,26.4217849323865,26.4197068294914,195.612617091747,0,0,0
930,0,3.58143736834374e-07,0.000528679857926038,0.000528640636276751,1.56070727419329,0,0,0.0168722324596368,24.9060715827141,24.9041798386979,198.841607886937,0,0,0
960,0,3.1557899008838e-07,0.000465797508000638,0.000465763998012062,1.3749287352914,0,0,0.0159529226274391,23.5465068544401,23.5447757274027,201.723245719233,0,0,0
990,0,2.80039399601819e-07,0.000413296996910929,0.000413268113577421,1.21983173700224,0,0,0.0151243430204238,22.321155318007,22.3195637082474,204.309130017867,0,0,0
1020,0,2.50080139509243e-07,0.000369042737739541,0.000369017644700412,1.08910378736495,0,0,0.0143741983281233,21.2118249026145,21.210355342545,206.641375241346,0,0,0
1050,0,2.2460579946736e-07,0.00033141568235872,0.000331393726209225,0.977959409492212,0,0,0.0136922335982465,20.2033432002249,20.2019810975804,208.754643044494,0,0,0
1080,0,2.02774523370636e-07,0.000299171595327093,0.000299152259355508,0.882721122014694,0,0,0.0130698464796317,19.2829834193862,19.281716482676,210.677686026038,0,0,0
1110,0,1.83931267349285e-07,0.000271342382939747,0.000271325253990394,0.800527724681093,0,0,0.0124997796882352,18.4400091546934,18.4388269516798,212.434531173426,0,0,0
1140,0,1.6756055210364e-07,0.000247166245121523,0.000247150989490896,0.729127804078708,0,0,0.0119758765473588,17.6653125557784,17.6642061703595,214.045395241337,0,0,0
1170,0,1.53252501593007e-07,0.000226037470820928,0.00022602381647544,0.666731317063755,0,0,0.0114928859386746,16.9511256525969,16.9500874153883,215.527398936959,0,0,0
1200,0,1.4067808723017e-07,0.0002074698430263,0.000207457566312714,0.611901410915993,0,0,0.0110463059618941,16.2907889850857,16.2898122598348,216.895128780182,0,0,0
1230,0,1.29570847609104e-07,0.000191069617043578,0.000191058532637856,0.563474545876516,0,0,0.0106322579866548,15.6785652212697,15.6776442340197,218.161082647194,0,0,0
1260,0,1.19713227680717e-07,0.000176515327834742,0.00017650528105597,0.520500806512983,0,0,0.0102473846518567,15.1094882210572,15.1086179223709,219.336025754458,0,0,0
1290,0,1.1092625636932e-07,0.000163542532519367,0.000163533393391947,0.482198802541786,0,0,0.00988876681643548,14.5792401489905,14.5784161019767,220.429277132228,0,0,0
1320,0,1.03061666123894e-07,0.000151932162644035,0.000151923821266814,0.447921240641816,0,0,0.0095538555799726,14.0840508897001,14.0832691783534,221.448941733921,0,0,0
1350,0,9.5995818807001e-08,0.000141501546578525,0.0001414939094812,0.417128389332289,0,0,0.009240416347078,13.6206152866878,13.619872440351,222.402099714998,0,0,0
1380,0,8.96249818237702e-08,0.000132097427780889,0.000132090415033507,0.389367443610114,0,0,0.00894648256666201,13.1860246981194,13.1853176288377,223.294961731623,0,0,0
1410,0,8.38616234847006e-08,0.000123590489611371,0.000123584032513554,0.364256342809419,0,0,0.00867031728317923,12.7777101123787,12.7770360626387,224.132997100571,0,0,0
1440,0,7.86314848270562e-08,0.000115871027814479,0.000115865067034725,0.341470980779231,0,0,0.0084103810277529,12.3933946447062,12.3927511435929,224.92104014654,0,0,0
1470,0,7.38712480584344e-08,0.000108845504833994,0.000108839988901221,0.32073502255017,0,0,0.00816530488017687,12.0310536848924,12.0304385111162,225.663378911525,0,0,0
1500,0,6.95266671615627e-08,0.000102433787204809,0.000102428671277646,0.301811739965654,0,0,0.00793386776886966,11.6888813154326,11.6882924659951,226.363829519676,0,0,0
1530,0,6.5551059240601e-08,9.65669161096031e-05,9.65621609662401e-05,0.284497423146763,0,0,0.00771497726058665,11.3652618929695,11.3646975564822,227.025798811949,0,0,0
1560,0,6.19040794762201e-08,9.11852970904367e-05,9.11808682948002e-05,0.26861603079183,0,0,0.00750765323693396,11.0587459008002,11.0582044346664,227.652337338194,0,0,0
1590,0,5.85507205680216e-08,8.62372215298503e-05,8.62330887396375e-05,0.254014821016147,0,0,0.00731101396946246,10.7680293500308,10.7675092608478,228.246184383145,0,0,0
1620,0,5.54604910125585e-08,8.1677652426672e-05,8.16737888161875e-05,0.240560763293405,0,0,0.00712426419618927,10.4919361417297,10.4914360683903,228.809806379981,0,0,0
1650,0,5.26067367187937e-08,7.74672220002047e-05,7.74636037766372e-05,0.22813757642502,0,0,0.00694668487501948,10.2294029099058,10.228921608972,229.345429810098,0,0,0
1680,0,4.99660781744909e-08,7.35714000551936e-05,7.35680060513534e-05,0.216643271157031,0,0,0.00677762434772684,9.9794659512416,9.97900228423972,229.855069485221,0,0,0
1710,0,4.7517941276034e-08,6.99598007592075e-05,6.99566120891494e-05,0.205988101836956,0,0,0.00661649069497982,9.74124991680195,9.74080283914813,230.340552946258,0,0,0
1740,0,4.5244164477322e-08,6.66056021990918e-05,6.6602601965711e-05,0.196092851351218,0,0,0.00646274510075303,9.51395799695263,9.51352654826855,230.803541583526,0,0,0
1770,0,4.31286684349857e-08,6.34850582881715e-05,6.34822313339512e-05,0.186887388968357,0,0,0.00631589607519508,9.29686337619339,9.29644667181108,231.245548978282,0,0,0
1800,0,4.11571770737689e-08,6.05770866553438e-05,6.05744193490893e-05,0.178309452711742,0,0,0.00617549441007683,9.08930177167948,9.08889899516689,231.667956880675,0,0,0
1830,0,3.93169811506657e-08,5.78629193318537e-05,5.78603993855634e-05,0.170303617298106,0,0,0.00604112876145007,8.89066489954591,8.89027529611194,232.072029170197,0,0,0
1860,0,3.75967370963376e-08,5.53258055639436e-05,5.53234218750206e-05,0.162820416103804,0,0,0.00591242177099843,8.70039473808161,8.70001760874118,232.458924088244,0,0,0
1890,0,3.5986295260642e-08,5.2950758072251e-05,5.29485005871021e-05,0.155815591510089,0,0,0.00578902665146198,8.51797847736594,8.5176131737641,232.829704986063,0,0,0
1920,0,3.44765527640086e-08,5.07243356674168e-05,5.07221952631718e-05,0.149249452673722,0,0,0.0056706241730258,8.3429440620068,8.34258998181581,233.185349793166,0,0,0
1950,0,3.30593270175529e-08,4.86344564040277e-05,4.86324247856621e-05,0.143086323530467,0,0,0.00555691999712443,8.17485624776586,8.17451283058208,233.526759379665,0,0,0
1980,0,3.17272466679647e-08,4.66702364793742e-05,4.66683060899727e-05,0.137294066866379,0,0,0.00544764231208647,8.01331310465125,8.01297982832901,233.854764959746,0,0,0
