Time,ZW,ZZ,MaZ,MbZ,MaMb,MaMa,MbMb,RZ,MaR,MbR,RR,MaW,MbW,RW,generation,threshold,rM,total_females
1590,249.779143540836,0,0,0,0,0,0,0,0,0,0,2.94307030539366e-11,2.9417611307827e-11,0.220856459083773,54,0.1,0.001,249.99999999997863
1620,249.779143540871,0,0,0,0,0,0,0,0,0,0,1.6936279139135898e-11,1.69287453243261e-11,0.220856459083866,55,0.1,0.001,249.99999999998872
1650,249.77914354089,0,0,0,0,0,0,0,0,0,0,9.74620112040857e-12,9.741865689128919e-12,0.220856459083919,56,0.1,0.001,249.9999999999934
1680,249.779143540901,0,0,0,0,0,0,0,0,0,0,5.6085776278892395e-12,5.606082747824489e-12,0.220856459083949,57,0.1,0.001,249.99999999999616
1710,249.779143540907,0,0,0,0,0,0,0,0,0,0,3.2275286154508898e-12,3.22609290441409e-12,0.220856459083967,58,0.1,0.001,249.9999999999974
1740,249.779143540911,0,0,0,0,0,0,0,0,0,0,1.85732313158237e-12,1.85649693307675e-12,0.220856459083977,59,0.1,0.001,249.9999999999987
1770,249.779143540913,0,0,0,0,0,0,0,0,0,0,1.06882064456273e-12,1.06834519793511e-12,0.220856459083983,60,0.1,0.001,249.99999999999912
1800,249.779143540915,0,0,0,0,0,0,0,0,0,0,6.15066678930667e-13,6.14793077012754e-13,0.220856459083986,61,0.1,0.001,250.0000000000002
1830,249.779143540915,0,0,0,0,0,0,0,0,0,0,3.53948084232196e-13,3.5379063646595397e-13,0.220856459083989,62,0.1,0.001,249.9999999999997
1860,249.779143540916,0,0,0,0,0,0,0,0,0,0,2.03684007967148e-13,2.03593402611441e-13,0.22085645908399,63,0.1,0.001,250.0000000000004
1890,249.779143540916,0,0,0,0,0,0,0,0,0,0,1.1721259967138299e-13,1.1716045964629e-13,0.22085645908399,64,0.1,0.001,250.00000000000023
1920,249.779143540916,0,0,0,0,0,0,0,0,0,0,6.7451508141669e-14,6.74215034891234e-14,0.22085645908399,65,0.1,0.001,250.00000000000014
1950,249.779143540916,0,0,0,0,0,0,0,0,0,0,3.8815843717665e-14,3.8798577151859403e-14,0.220856459083991,66,0.1,0.001,250.00000000000009
1980,249.779143540916,0,0,0,0,0,0,0,0,0,0,2.23370798522357e-14,2.23271435833767e-14,0.220856459083991,67,0.1,0.001,250.00000000000006
0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,250
30,188.695567577202,0,0,0,0,0,0,0,0,0,0,26.7827850915456,26.7827850915456,0,2,0.1,0,242.2611377602932
60,208.636260946871,0,0,0,0,0,0,0,0,0,0,37.9897544265378,37.9897544265378,0,3,0.1,0,284.61576979994663
90,210.975723798206,0,0,0,0,0,0,0,0,0,0,16.9243036288845,16.9243036288845,0,4,0.1,0,244.824331055975
120,219.32905072816,0,0,0,0,0,0,0,0,0,0,12.0762288005707,12.0762288005707,0,5,0.1,0,243.48150832930142
150,229.177566113638,0,0,0,0,0,0,0,0,0,0,7.84809501742001,7.84809501742001,0,6,0.1,0,244.873756148478
180,236.802320571704,0,0,0,0,0,0,0,0,0,0,4.90281244999777,4.90281244999777,0,7,0.1,0,246.60794547169954
210,241.944629069841,0,0,0,0,0,0,0,0,0,0,2.97566658969009,2.97566658969009,0,8,0.1,0,247.89596224922118
240,245.194173470873,0,0,0,0,0,0,0,0,0,0,1.77009442993873,1.77009442993873,0,9,0.1,0,248.73436233075046
270,247.173232021229,0,0,0,0,0,0,0,0,0,0,1.0392133207325,1.0392133207325,0,10,0.1,0,249.251658662694
300,248.351887165257,0,0,0,0,0,0,0,0,0,0,0.60512349483466,0.60512349483466,0,11,0.1,0,249.56213415492633
330,249.044266611426,0,0,0,0,0,0,0,0,0,0,0.350603304767279,0.350603304767279,0,12,0.1,0,249.74547322096055
360,249.447583505404,0,0,0,0,0,0,0,0,0,0,0.202534052892629,0.202534052892629,0,13,0.1,0,249.85265161118926
390,249.681324816004,0,0,0,0,0,0,0,0,0,0,0.116794493264042,0.116794493264042,0,14,0.1,0,249.91491380253208
420,249.816376487575,0,0,0,0,0,0,0,0,0,0,0.0672829854368313,0.0672829854368313,0,15,0.1,0,249.95094245844868
450,249.894266133555,0,0,0,0,0,0,0,0,0,0,0.0387375628163001,0.0387375628163001,0,16,0.1,0,249.97174125918758
480,249.939140503945,0,0,0,0,0,0,0,0,0,0,0.0222952067199031,0.0222952067199031,0,17,0.1,0,249.9837309173848
510,249.964977838437,0,0,0,0,0,0,0,0,0,0,0.0128293735974299,0.0128293735974299,0,18,0.1,0,249.99063658563185
540,249.979848849318,0,0,0,0,0,0,0,0,0,0,0.00738159611621645,0.00738159611621645,0,19,0.1,0,249.99461204155043
570,249.988406263639,0,0,0,0,0,0,0,0,0,0,0.0042468490337673704,0.0042468490337673704,0,20,0.1,0,249.99689996170653
600,249.993329970445,0,0,0,0,0,0,0,0,0,0,0.00244324539183739,0.00244324539183739,0,21,0.1,0,249.99821646122865
630,249.996162741905,0,0,0,0,0,0,0,0,0,0,0.00140558782328588,0.00140558782328588,0,22,0.1,0,249.99897391755158
660,249.997792463576,0,0,0,0,0,0,0,0,0,0,8.0861816695231e-4,8.0861816695231e-4,0,23,0.1,0,249.9994096999099
690,249.998730036997,0,0,0,0,0,0,0,0,0,0,4.6518521322415e-4,4.6518521322415e-4,0,24,0.1,0,249.99966040742345
720,249.999269412658,0,0,0,0,0,0,0,0,0,0,2.6761257975096e-4,2.6761257975096e-4,0,25,0.1,0,249.9998046378175
750,249.999579707151,0,0,0,0,0,0,0,0,0,0,1.5395227870903e-4,1.5395227870903e-4,0,26,0.1,0,249.99988761170843
780,249.999758213997,0,0,0,0,0,0,0,0,0,0,8.856561197317e-5,8.856561197317e-5,0,27,0.1,0,249.99993534522096
810,249.999860905515,0,0,0,0,0,0,0,0,0,0,5.09499538116069e-5,5.09499538116069e-5,0,28,0.1,0,249.99996280542263
840,249.999919981864,0,0,0,0,0,0,0,0,0,0,2.93104351405518e-5,2.93104351405518e-5,0,29,0.1,0,249.99997860273427
870,249.999953967262,0,0,0,0,0,0,0,0,0,0,1.68616715323597e-5,1.68616715323597e-5,0,30,0.1,0,249.99998769060505
900,249.999973518345,0,0,0,0,0,0,0,0,0,0,9.70016047752036e-6,9.70016047752036e-6,0,31,0.1,0,249.99999291866595
930,249.999984765669,0,0,0,0,0,0,0,0,0,0,5.58029523045246e-6,5.58029523045246e-6,0,32,0.1,0,249.9999959262595
