Time,Patch,ZWZW,ZWZZ,ZWMZ,ZWMM,ZWMW,ZWRW,ZWRZ,ZWMR,ZWRR,ZZZW,ZZZZ,ZZMZ,ZZMM,ZZMW,ZZRW,ZZRZ,ZZMR,ZZRR,MZZW,MZZZ,MZMZ,MZMM,MZMW,MZRW,MZRZ,MZMR,MZRR,MMZW,MMZZ,MMMZ,MMMM,MMMW,MMRW,MMRZ,MMMR,MMRR,MWZW,MWZZ,MWMZ,MWMM,MWMW,MWRW,MWRZ,MWMR,MWRR,RWZW,RWZZ,RWMZ,RWMM,RWMW,RWRW,RWRZ,RWMR,RWRR,RZZW,RZZZ,RZMZ,RZMM,RZMW,RZRW,RZRZ,RZMR,RZRR,MRZW,MRZZ,MRMZ,MRMM,MRMW,MRRW,MRRZ,MRMR,MRRR,RRZW,RRZZ,RRMZ,RRMM,RRMW,RRRW,RRRZ,RRMR,RRRR
70,1,0,1.00835507874994,1.05083733707152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355639903826734,0.948369919608878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,0.917603121662446,0.956261976735083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323632312482328,0.863016626844079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,0,0.835018840712826,0.870198398828926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294505404358919,0.785345130428112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,0,0.759867145048672,0.791880542934322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267999917966616,0.714664068689582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,0,0.691479101994291,0.720611294070233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024387992534962,0.650344302507519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,0,0.629245982814805,0.655756277603912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221930732068155,0.591813315281843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0.572613844361473,0.59673821261956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201956966182021,0.538550116906477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,0,0.52107859836894,0.5430317734838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183780839225639,0.490080606384894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0.474181524515736,0.494158913870258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167240563695331,0.445973351810253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,0,0.431505187309319,0.449684611621935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152188912962752,0.405835750147331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,0,0.392669720451481,0.40921299657596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138491910796104,0.369310532634071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,0,0.357329445610847,0.372383826884124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126027638824455,0.336072584697005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,0,0.325169795505871,0.338869282464553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114685151330254,0.305826052074274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,0,0.295904513910343,0.308371047042743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104363487710531,0.278301707387589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,0,0.269273107658412,0.280617652808896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949707738165831,0.253254553722706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,0,0.245038527969155,0.255362064056096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864234041730906,0.230461643887663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,0,0.222985060451931,0.232379478291047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786452977975124,0.209720095937773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,0,0.202916405011257,0.211465325244853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715672209957363,0.190845287303374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,0,0.184653928560244,0.192433445972816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006512617110612,0.17366921144607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0.168035074989822,0.175114435835263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592648157065692,0.158038982415924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,0,0.152911918240738,0.159354136610089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053930982292978,0.143815473998491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,0,0.139149845599072,0.145012264315181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004907719388661,0.130872081338626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,0,0.126626359495155,0.131961160526815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446602464368151,0.11909359401815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,0.115229987140591,0.120084656079401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406408242575017,0.108375170556517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,0,0.104859288297938,0.109277037032255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369831500743266,0.0986214052064301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,0,0.0954219523511236,0.0994421036993523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336546665676372,0.0897454787378514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,0,0.0868339766395225,0.0904923143664106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306257465765498,0.0816683856514447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,0,0.0790189187419655,0.0823480060734336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278694293846604,0.0743182309428147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,0,0.0719072160551886,0.0749366855268246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253611807400409,0.0676295901579614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,0,0.0654355666102216,0.0681923838294104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230786744734372,0.0615429270437449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0.0595463656153017,0.0620550692847635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210015937708279,0.0560040636098078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,0,0.0541871927099245,0.0564701130491347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191114503314534,0.0509636978849251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,0,0.0493103453660313,0.0513878028747126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173914198016226,0.0463769650752819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0.0448724142830885,0.0467629006159885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158261920194765,0.0422030382185065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,0,0.0408338969976105,0.0425542395605495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144018347377237,0.0384047647788409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0.0371588462678256,0.0387243580001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131056696113285,0.0349483359487452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,0,0.0338145501037213,0.0352391657800911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011926159346309,0.0318029857133582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0.0307712405943864,0.0320676408598829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108528050051412,0.0289407169991559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,0,0.0280018289408916,0.0291815531824934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987605255467845,0.0263360524692319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,0,0.0254816643362114,0.026555213396069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898720782475739,0.023965807747001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0.0231883145459523,0.0241652441904228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817835912052923,0.0218088850497709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,0,0.0211013662368166,0.0219903722132847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074423067996816,0.0198460853952916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0.0192022432755031,0.0200112387140891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677249918771025,0.0180599377097153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,0,0.0174740413807078,0.0182102272298211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000616297426081633,0.0164345433158409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,0,0.0159013776564441,0.0165713067791372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000560830657734286,0.0149554344174153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,0,0.0144702536673642,0.0150798891690149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005103558985382,0.0136094453198479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0.0131679308373014,0.0137226991438035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464423867669762,0.0123845952410616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0.0119828170619443,0.0124876562208612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422625719579484,0.011269981669366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,0,0.0109043635263693,0.0113637671609837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038458940481733,0.0102556833191231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,0,0.00992297080899605,0.0103410281164952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034997635838377,0.00933267182040201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0.00902990343618641,0.0094103355860106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318478486129231,0.00849273135656583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0.00821721212692963,0.00856340538326964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002898154223776,0.00772838553447491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,0,0.00747766303550597,0.00779269889877538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263732034363616,0.00703283083637216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0.00680467336231043,0.00709135599788559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239996151270891,0.00639987606109867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,0,0.00619225275970249,0.00645313395807589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218396497656511,0.00582388721559979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0.00563495001132927,0.00587235190184906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198740812867425,0.00529973736619581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,0,0.00512780451030963,0.00534384023068264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180854139709357,0.00482276100323819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,0,0.00466630210438177,0.00486289460992121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164577267135514,0.00438871251294675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,0,0.00424633491498741,0.0044252340950283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149765313093318,0.00399372838678154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,0,0.00386416477263854,0.00402696302647575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013628643491492,0.0036342928319712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,0.00351638994310107,0.00366453635409293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124020655772577,0.0033072064770938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,0,0.00319991484822198,0.00333472808222457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112858796753045,0.00300955789415535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,0,0.002911922511882,0.00303460255482436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102701505045271,0.00273869768368137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,0,0.00264984948581262,0.00276148832489017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34583695911964e-05,0.00249221489215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,0,0.00241136303208948,0.00251295437565005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50471163279888e-05,0.00226791555185654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,0,0.00219434035920143,0.00228678848184155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73928758584698e-05,0.00206380315218946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,0,0.0019968497268733,0.00208097751847581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04275170312075e-05,0.0018780608684924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,0,0.0018171332514547,0.00189368954181299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40890404983988e-05,0.00170903539032809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0.00165359125882378,0.00172325748304982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83210268535429e-05,0.00155522220519856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0.00150476804552964,0.00156816430957533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30721344367241e-05,0.00141525220673069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
