Time,ZW,ZZ,MZ,MM,MW,RW,RZ,MR,RR,generation,threshold,rM,releases,total_females
1590,249.999999995721,0,0,0,3.13434172060132e-9,0,0,0,0,54,0.1,0,5,249.99999999885534
1620,249.999999997539,0,0,0,1.8031196665111e-9,0,0,0,0,55,0.1,0,5,249.99999999934212
1650,249.999999998585,0,0,0,1.03729612835108e-9,0,0,0,0,56,0.1,0,5,249.9999999996223
1680,249.999999999186,0,0,0,5.96734247796522e-10,0,0,0,0,57,0.1,0,5,249.99999999978274
1710,249.999999999532,0,0,0,3.43288433031673e-10,0,0,0,0,58,0.1,0,5,249.99999999987529
1740,249.99999999973,0,0,0,1.97486483620058e-10,0,0,0,0,59,0.1,0,5,249.99999999992747
1770,249.999999999845,0,0,0,1.13609744634046e-10,0,0,0,0,60,0.1,0,5,249.9999999999586
1800,249.999999999911,0,0,0,6.53572530089317e-11,0,0,0,0,61,0.1,0,5,249.99999999997638
1830,249.999999999949,0,0,0,3.7598627957756003e-11,0,0,0,0,62,0.1,0,5,249.9999999999866
1860,249.999999999971,0,0,0,2.1629685447644198e-11,0,0,0,0,63,0.1,0,5,249.99999999999264
1890,249.999999999983,0,0,0,1.2443094814246799e-11,0,0,0,0,64,0.1,0,5,249.99999999999545
1920,249.999999999991,0,0,0,7.158245963913549e-12,0,0,0,0,65,0.1,0,5,249.99999999999815
1950,249.999999999994,0,0,0,4.1179856012359094e-12,0,0,0,0,66,0.1,0,5,249.99999999999812
1980,249.999999999997,0,0,0,2.3689889251464697e-12,0,0,0,0,67,0.1,0,5,249.99999999999935
0,250,0,0,0,0,0,0,0,0,1,0.1,0,6,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.1,0,6,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.1,0,6,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.1,0,6,250.000018876751
120,244.231406734627,0,0,0,12.0705916837678,0,0,0,0,5,0.1,0,6,256.3019984183948
150,229.867268738971,0,0,0,25.0259644753168,0,0,0,0,6,0.1,0,6,254.89323321428782
180,218.071776253797,0,0,0,33.6794373469254,0,0,0,0,7,0.1,0,6,251.7512136007224
210,208.784258409767,0,0,0,39.9474301798595,0,0,0,0,8,0.1,0,6,248.73168858962651
240,201.151564687012,0,0,0,44.9090435649335,0,0,0,0,9,0.1,0,6,246.0606082519455
270,194.587663337349,0,0,0,49.0644292305663,0,0,0,0,10,0.1,0,6,243.6520925679153
300,194.830158736292,0,0,0,42.1508095737823,0,0,0,0,11,0.1,0,6,236.98096831007427
330,205.212868578172,0,0,0,33.1051394995491,0,0,0,0,12,0.1,0,6,238.3180080777211
360,216.531085435577,0,0,0,24.7014500828659,0,0,0,0,13,0.1,0,6,241.23253551844292
390,226.436569850799,0,0,0,17.471761596516,0,0,0,0,14,0.1,0,6,243.908331447315
420,234.221149261479,0,0,0,11.7340949378168,0,0,0,0,15,0.1,0,6,245.9552441992958
450,239.868486612005,0,0,0,7.53534739395066,0,0,0,0,16,0.1,0,6,247.40383400595567
480,243.709161844815,0,0,0,4.66992676739982,0,0,0,0,17,0.1,0,6,248.37908861221482
510,246.191399263622,0,0,0,2.8193384706487,0,0,0,0,18,0.1,0,6,249.0107377342707
540,247.735398541838,0,0,0,1.67163689253714,0,0,0,0,19,0.1,0,6,249.40703543437516
570,248.669868141512,0,0,0,0.979506827427359,0,0,0,0,20,0.1,0,6,249.64937496893938
600,249.224965215152,0,0,0,0.569709843548553,0,0,0,0,21,0.1,0,6,249.79467505870056
630,249.55068611255,0,0,0,0.329867457359751,0,0,0,0,22,0.1,0,6,249.88055356990975
660,249.740328805781,0,0,0,0.190482903929354,0,0,0,0,23,0.1,0,6,249.93081170971035
690,249.850211422241,0,0,0,0.109820853216182,0,0,0,0,24,0.1,0,6,249.96003227545717
720,249.913693089014,0,0,0,0.063257593077342,0,0,0,0,25,0.1,0,6,249.97695068209134
750,249.950303628681,0,0,0,0.036417322244591,0,0,0,0,26,0.1,0,6,249.98672095092562
780,249.971395432333,0,0,0,0.020958923625929,0,0,0,0,27,0.1,0,6,249.99235435595892
810,249.983539308216,0,0,0,0.0120601420949363,0,0,0,0,28,0.1,0,6,249.99559945031092
840,249.990528823214,0,0,0,0.00693890929705363,0,0,0,0,29,0.1,0,6,249.99746773251104
870,249.994550872975,0,0,0,0.00399212635572747,0,0,0,0,30,0.1,0,6,249.99854299933074
900,249.99686504766,0,0,0,0.00229669087243985,0,0,0,0,31,0.1,0,6,249.99916173853245
930,249.998196467346,0,0,0,0.00132127218320333,0,0,0,0,32,0.1,0,6,249.99951773952918
960,249.99896244585,0,0,0,7.6011121112102e-4,0,0,0,0,33,0.1,0,6,249.99972255706112
990,249.999403110551,0,0,0,4.3727954711538e-4,0,0,0,0,34,0.1,0,6,249.99984039009811
1020,249.999656620043,0,0,0,2.5155883147426e-4,0,0,0,0,35,0.1,0,6,249.99990817887448
1050,249.999802460123,0,0,0,1.4471682958451e-4,0,0,0,0,36,0.1,0,6,249.9999471769526
1080,249.999886359294,0,0,0,8.32526321999728e-5,0,0,0,0,37,0.1,0,6,249.99996961192622
1110,249.999934624855,0,0,0,4.7893502494875e-5,0,0,0,0,38,0.1,0,6,249.99998251835748
1140,249.999962391052,0,0,0,2.75521215618529e-5,0,0,0,0,39,0.1,0,6,249.99998994317357
1170,249.999978364369,0,0,0,1.58501505284715e-5,0,0,0,0,40,0.1,0,6,249.99999421451955
1200,249.999987553482,0,0,0,9.11825382277917e-6,0,0,0,0,41,0.1,0,6,249.9999966717358
1230,249.999992839784,0,0,0,5.24553670015261e-6,0,0,0,0,42,0.1,0,6,249.9999980853207
1260,249.999995880881,0,0,0,3.01764510775703e-6,0,0,0,0,43,0.1,0,6,249.9999988985261
1290,249.999997630358,0,0,0,1.73598666488205e-6,0,0,0,0,44,0.1,0,6,249.99999936634467
1320,249.999998636796,0,0,0,9.98675970281384e-7,0,0,0,0,45,0.1,0,6,249.99999963547197
1350,249.999999215778,0,0,0,5.74516904584687e-7,0,0,0,0,46,0.1,0,6,249.9999997902949
1380,249.999999548854,0,0,0,3.30507273485866e-7,0,0,0,0,47,0.1,0,6,249.99999987936127
1410,249.999999740466,0,0,0,1.9013375698248e-7,0,0,0,0,48,0.1,0,6,249.99999993059976
1440,249.999999850696,0,0,0,1.09379878706659e-7,0,0,0,0,49,0.1,0,6,249.99999996007588
1470,249.999999914109,0,0,0,6.29239018077483e-8,0,0,0,0,50,0.1,0,6,249.9999999770329
1500,249.999999950588,0,0,0,3.61987731509678e-8,0,0,0,0,51,0.1,0,6,249.99999998678678
1530,249.999999971574,0,0,0,2.0824378965461e-8,0,0,0,0,52,0.1,0,6,249.9999999923984
1560,249.999999983648,0,0,0,1.19798192444649e-8,0,0,0,0,53,0.1,0,6,249.9999999956278
1590,249.999999990593,0,0,0,6.8917334511342805e-9,0,0,0,0,54,0.1,0,6,249.99999999748474
1620,249.999999994588,0,0,0,3.96466666061189e-9,0,0,0,0,55,0.1,0,6,249.99999999855265
1650,249.999999996887,0,0,0,2.28078782220574e-9,0,0,0,0,56,0.1,0,6,249.99999999916778
1680,249.999999998209,0,0,0,1.3120883885400401e-9,0,0,0,0,57,0.1,0,6,249.9999999995211
1710,249.99999999897,0,0,0,7.54816350105449e-10,0,0,0,0,58,0.1,0,6,249.99999999972482
1740,249.999999999408,0,0,0,4.34229680987266e-10,0,0,0,0,59,0.1,0,6,249.99999999984223
1770,249.99999999966,0,0,0,2.49803035961347e-10,0,0,0,0,60,0.1,0,6,249.9999999999098
1800,249.999999999804,0,0,0,1.43706336778951e-10,0,0,0,0,61,0.1,0,6,249.9999999999477
1830,249.999999999887,0,0,0,8.267117791793159e-11,0,0,0,0,62,0.1,0,6,249.99999999996967
1860,249.999999999936,0,0,0,4.755895816094959e-11,0,0,0,0,63,0.1,0,6,249.99999999998354
1890,249.999999999963,0,0,0,2.73596501019909e-11,0,0,0,0,64,0.1,0,6,249.99999999999037
1920,249.999999999978,0,0,0,1.5739420766324198e-11,0,0,0,0,65,0.1,0,6,249.99999999999375
1950,249.999999999988,0,0,0,9.05455168965546e-12,0,0,0,0,66,0.1,0,6,249.99999999999707
1980,249.999999999993,0,0,0,5.20888967375787e-12,0,0,0,0,67,0.1,0,6,249.9999999999982
0,250,0,0,0,0,0,0,0,0,1,0.1,0,7,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.1,0,7,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.1,0,7,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.1,0,7,250.000018876751
120,244.231406734627,0,0,0,12.0705916837678,0,0,0,0,5,0.1,0,7,256.3019984183948
150,229.867268738971,0,0,0,25.0259644753168,0,0,0,0,6,0.1,0,7,254.89323321428782
180,218.071776253797,0,0,0,33.6794373469254,0,0,0,0,7,0.1,0,7,251.7512136007224
210,208.784258409767,0,0,0,39.9474301798595,0,0,0,0,8,0.1,0,7,248.73168858962651
240,201.151564687012,0,0,0,44.9090435649335,0,0,0,0,9,0.1,0,7,246.0606082519455
270,194.587663337349,0,0,0,49.0644292305663,0,0,0,0,10,0.1,0,7,243.6520925679153
300,188.727637914164,0,0,0,52.6851379206498,0,0,0,0,11,0.1,0,7,241.4127758348138
330,189.442460134176,0,0,0,45.5893055354205,0,0,0,0,12,0.1,0,7,235.0317656695965
360,200.16525703158501,0,0,0,36.5028639107612,0,0,0,0,13,0.1,0,7,236.6681209423462
390,212.070524236219,0,0,0,27.8349283294797,0,0,0,0,14,0.1,0,7,239.9054525656987
420,222.782477977284,0,0,0,20.1171976938003,0,0,0,0,15,0.1,0,7,242.8996756710843
450,231.449058111385,0,0,0,13.7785363314058,0,0,0,0,16,0.1,0,7,245.2275944427908
480,237.90758188022,0,0,0,8.99478006160464,0,0,0,0,17,0.1,0,7,246.90236194182464
510,242.401383062463,0,0,0,5.64559839649077,0,0,0,0,18,0.1,0,7,248.04698145895378
540,245.358655143709,0,0,0,3.43962801275167,0,0,0,0,19,0.1,0,7,248.79828315646068
570,247.222996108387,0,0,0,2.05204894688074,0,0,0,0,20,0.1,0,7,249.27504505526775
600,248.362075010288,0,0,0,1.20720172439784,0,0,0,0,21,0.1,0,7,249.56927673468584
630,249.04304428866,0,0,0,0.70387754281942,0,0,0,0,22,0.1,0,7,249.74692183147943
660,249.4442824303,0,0,0,0.408159267384909,0,0,0,0,23,0.1,0,7,249.85244169768492
690,249.678502957917,0,0,0,0.235900990957121,0,0,0,0,24,0.1,0,7,249.91440394887414
720,249.81443254526,0,0,0,0.136076574125616,0,0,0,0,25,0.1,0,7,249.9505091193856
750,249.893038159306,0,0,0,0.0784046785152192,0,0,0,0,26,0.1,0,7,249.97144283782123
780,249.938396960173,0,0,0,0.0451453520318101,0,0,0,0,27,0.1,0,7,249.98354231220483
810,249.964537623069,0,0,0,0.0259847018050621,0,0,0,0,28,0.1,0,7,249.99052232487406
840,249.979591433769,0,0,0,0.0149529333889631,0,0,0,0,29,0.1,0,7,249.99454436715797
870,249.988256788908,0,0,0,0.00860359001690381,0,0,0,0,30,0.1,0,7,249.9968603789249
900,249.993243519061,0,0,0,0.00494995369050382,0,0,0,0,31,0.1,0,7,249.9981934727515
930,249.996112855003,0,0,0,0.00284776542785817,0,0,0,0,32,0.1,0,7,249.99896062043084
960,249.997763713885,0,0,0,0.00163831244251485,0,0,0,0,33,0.1,0,7,249.99940202632752
990,249.998713481074,0,0,0,9.4250392818539e-4,0,0,0,0,34,0.1,0,7,249.99965598500216
1020,249.999259882812,0,0,0,5.4220823823973e-4,0,0,0,0,35,0.1,0,7,249.99980209105024
1050,249.999574222988,0,0,0,3.1192274445644e-4,0,0,0,0,36,0.1,0,7,249.99988614573246
1080,249.999755058464,0,0,0,1.7944312238296e-4,0,0,0,0,37,0.1,0,7,249.99993450158638
1110,249.999859090002,0,0,0,1.0322999967862e-4,0,0,0,0,38,0.1,0,7,249.99996232000166
1140,249.999918937371,0,0,0,5.9386078967041e-5,0,0,0,0,39,0.1,0,7,249.99997832344997
1170,249.999953366365,0,0,0,3.41635628872186e-5,0,0,0,0,40,0.1,0,7,249.9999875299279
1200,249.999973172655,0,0,0,1.96535738477386e-5,0,0,0,0,41,0.1,0,7,249.99999282622883
1230,249.999984566798,0,0,0,1.1306282702712e-5,0,0,0,0,42,0.1,0,7,249.9999958730807
1260,249.999991121609,0,0,0,6.50426315319211e-6,0,0,0,0,43,0.1,0,7,249.99999762587217
1290,249.999994892451,0,0,0,3.74176357761507e-6,0,0,0,0,44,0.1,0,7,249.9999986342146
1320,249.999997061736,0,0,0,2.15255654537079e-6,0,0,0,0,45,0.1,0,7,249.99999921429253
1350,249.99999830968,0,0,0,1.23831971200194e-6,0,0,0,0,46,0.1,0,7,249.99999954799972
1380,249.999999027595,0,0,0,7.12378820527666e-7,0,0,0,0,47,0.1,0,7,249.99999973997382
1410,249.999999440596,0,0,0,4.09816282442506e-7,0,0,0,0,48,0.1,0,7,249.9999998504123
1440,249.999999678187,0,0,0,2.35758531735393e-7,0,0,0,0,49,0.1,0,7,249.99999991394554
1470,249.999999814868,0,0,0,1.3562683464603e-7,0,0,0,0,50,0.1,0,7,249.99999995049484
1500,249.999999893498,0,0,0,7.80232134947039e-8,0,0,0,0,51,0.1,0,7,249.99999997152122
1530,249.999999938731,0,0,0,4.48850838100762e-8,0,0,0,0,52,0.1,0,7,249.99999998361608
1560,249.999999964754,0,0,0,2.58214274653246e-8,0,0,0,0,53,0.1,0,7,249.99999999057545
1590,249.999999979723,0,0,0,1.48545142306331e-8,0,0,0,0,54,0.1,0,7,249.9999999945775
1620,249.999999988336,0,0,0,8.54548391239792e-9,0,0,0,0,55,0.1,0,7,249.99999999688146
1650,249.99999999329,0,0,0,4.91603388424017e-9,0,0,0,0,56,0.1,0,7,249.99999999820605
1680,249.99999999614,0,0,0,2.82808901142744e-9,0,0,0,0,57,0.1,0,7,249.9999999989681
1710,249.99999999778,0,0,0,1.62693904165382e-9,0,0,0,0,58,0.1,0,7,249.99999999940695
1740,249.999999998723,0,0,0,9.35943187970827e-10,0,0,0,0,59,0.1,0,7,249.99999999965897
1770,249.999999999265,0,0,0,5.38428071780444e-10,0,0,0,0,60,0.1,0,7,249.9999999998034
1800,249.999999999578,0,0,0,3.0974613866083203e-10,0,0,0,0,61,0.1,0,7,249.99999999988773
1830,249.999999999756,0,0,0,1.78190320013932e-10,0,0,0,0,62,0.1,0,7,249.9999999999342
1860,249.99999999986,0,0,0,1.02509074960211e-10,0,0,0,0,63,0.1,0,7,249.9999999999625
1890,249.99999999992,0,0,0,5.89712754787543e-11,0,0,0,0,64,0.1,0,7,249.99999999997897
1920,249.999999999954,0,0,0,3.3924911847455496e-11,0,0,0,0,65,0.1,0,7,249.99999999998795
1950,249.999999999973,0,0,0,1.95162752461058e-11,0,0,0,0,66,0.1,0,7,249.99999999999253
1980,249.999999999985,0,0,0,1.1227295186332699e-11,0,0,0,0,67,0.1,0,7,249.99999999999622
0,250,0,0,0,0,0,0,0,0,1,0.1,0,8,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.1,0,8,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.1,0,8,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.1,0,8,250.000018876751
120,244.231406734627,0,0,0,12.0705916837678,0,0,0,0,5,0.1,0,8,256.3019984183948
150,229.867268738971,0,0,0,25.0259644753168,0,0,0,0,6,0.1,0,8,254.89323321428782
180,218.071776253797,0,0,0,33.6794373469254,0,0,0,0,7,0.1,0,8,251.7512136007224
210,208.784258409767,0,0,0,39.9474301798595,0,0,0,0,8,0.1,0,8,248.73168858962651
240,201.151564687012,0,0,0,44.9090435649335,0,0,0,0,9,0.1,0,8,246.0606082519455
270,194.587663337349,0,0,0,49.0644292305663,0,0,0,0,10,0.1,0,8,243.6520925679153
300,188.727637914164,0,0,0,52.6851379206498,0,0,0,0,11,0.1,0,8,241.4127758348138
330,183.334493265281,0,0,0,55.9381782902338,0,0,0,0,12,0.1,0,8,239.2726715555148
360,184.348803320942,0,0,0,48.7704138528605,0,0,0,0,13,0.1,0,8,233.1192171738025
390,195.260254547051,0,0,0,39.743517087299,0,0,0,0,14,0.1,0,8,235.00377163435002
420,207.606403444827,0,0,0,30.926170059982802,0,0,0,0,15,0.1,0,8,238.53257350480982
450,219.013391448879,0,0,0,22.819106991187,0,0,0,0,16,0.1,0,8,241.832498440066
480,228.506347523681,0,0,0,15.9363523575074,0,0,0,0,17,0.1,0,8,244.4426998811884
510,235.772517051235,0,0,0,10.5798681905028,0,0,0,0,18,0.1,0,8,246.3523852417378
540,240.947488991668,0,0,0,6.72996119325893,0,0,0,0,19,0.1,0,8,247.67745018492693
570,244.417919535134,0,0,0,4.14099524394,0,0,0,0,20,0.1,0,8,248.558914779074
600,246.637369850518,0,0,0,2.4874088585206,0,0,0,0,21,0.1,0,8,249.12477870903862
630,248.007456898152,0,0,0,1.46988158868281,0,0,0,0,22,0.1,0,8,249.4773384868348
660,248.832327217037,0,0,0,0.859449513767795,0,0,0,0,23,0.1,0,8,249.6917767308048
690,249.320614692894,0,0,0,0.499225567072128,0,0,0,0,24,0.1,0,8,249.81984025996613
720,249.606492817545,0,0,0,0.288828959819201,0,0,0,0,25,0.1,0,8,249.8953217773642
750,249.772705882773,0,0,0,0.16670761544506,0,0,0,0,26,0.1,0,8,249.93941349821807
780,249.868930855524,0,0,0,0.0960873684085317,0,0,0,0,27,0.1,0,8,249.96501822393253
810,249.924493737477,0,0,0,0.0553382797818165,0,0,0,0,28,0.1,0,8,249.97983201725881
840,249.95652770143,0,0,0,0.0318552764976115,0,0,0,0,29,0.1,0,8,249.9883829779276
870,249.974979587098,0,0,0,0.0183324064686702,0,0,0,0,30,0.1,0,8,249.99331199356666
900,249.985602389309,0,0,0,0.0105484767009141,0,0,0,0,31,0.1,0,8,249.9961508660099
930,249.991716066638,0,0,0,0.006069053188099,0,0,0,0,32,0.1,0,8,249.9977851198261
960,249.995234000543,0,0,0,0.00349164146718335,0,0,0,0,33,0.1,0,8,249.99872564201019
990,249.997258080053,0,0,0,0.0020087477059976,0,0,0,0,34,0.1,0,8,249.999266827759
1020,249.99842258496,0,0,0,0.00115561639448711,0,0,0,0,35,0.1,0,8,249.9995782013545
1050,249.999092531273,0,0,0,6.6481025239203e-4,0,0,0,0,36,0.1,0,8,249.9997573415254
1080,249.999477947499,0,0,0,3.8245404259982e-4,0,0,0,0,37,0.1,0,8,249.9998604015416
1110,249.999699672662,0,0,0,2.2001859371071e-4,0,0,0,0,38,0.1,0,8,249.9999196912557
1140,249.999827227548,0,0,0,1.265723072589e-4,0,0,0,0,39,0.1,0,8,249.99995379985526
1170,249.99990060752,0,0,0,7.28144443240076e-5,0,0,0,0,40,0.1,0,8,249.99997342196434
1200,249.999942821573,0,0,0,4.18886257110112e-5,0,0,0,0,41,0.1,0,8,249.9999847101987
1230,249.999967106455,0,0,0,2.40976409603508e-5,0,0,0,0,42,0.1,0,8,249.99999120409595
1260,249.999981077041,0,0,0,1.38628606322527e-5,0,0,0,0,43,0.1,0,8,249.99999493990165
1290,249.999989114025,0,0,0,7.97500811243778e-6,0,0,0,0,44,0.1,0,8,249.99999708903312
1320,249.999993737531,0,0,0,4.58785179678708e-6,0,0,0,0,45,0.1,0,8,249.99999832538282
1350,249.999996397336,0,0,0,2.63929302485383e-6,0,0,0,0,46,0.1,0,8,249.99999903662902
1380,249.999997927465,0,0,0,1.51832880017118e-6,0,0,0,0,47,0.1,0,8,249.99999944579378
1410,249.999998807715,0,0,0,8.73462057383453e-7,0,0,0,0,48,0.1,0,8,249.99999968117706
1440,249.999999314104,0,0,0,5.02484020529339e-7,0,0,0,0,49,0.1,0,8,249.99999981658803
1470,249.999999605419,0,0,0,2.89068297436773e-7,0,0,0,0,50,0.1,0,8,249.9999998944873
1500,249.999999773006,0,0,0,1.66294801352319e-7,0,0,0,0,51,0.1,0,8,249.9999999393008
1530,249.999999869415,0,0,0,9.56658380138307e-8,0,0,0,0,52,0.1,0,8,249.99999996508083
1560,249.999999924878,0,0,0,5.50345078798895e-8,0,0,0,0,53,0.1,0,8,249.99999997991253
1590,249.999999956784,0,0,0,3.1660173778227e-8,0,0,0,0,54,0.1,0,8,249.99999998844416
1620,249.999999975138,0,0,0,1.82134199434297e-8,0,0,0,0,55,0.1,0,8,249.99999999335142
1650,249.999999985698,0,0,0,1.0477790435005e-8,0,0,0,0,56,0.1,0,8,249.99999999617577
1680,249.999999991772,0,0,0,6.02764844444607e-9,0,0,0,0,57,0.1,0,8,249.99999999779965
1710,249.999999995267,0,0,0,3.46757706153193e-9,0,0,0,0,58,0.1,0,8,249.99999999873458
1740,249.999999997277,0,0,0,1.9948228215574302e-9,0,0,0,0,59,0.1,0,8,249.99999999927184
1770,249.999999998433,0,0,0,1.1475788479176701e-9,0,0,0,0,60,0.1,0,8,249.99999999958058
1800,249.999999999099,0,0,0,6.60177534537608e-10,0,0,0,0,61,0.1,0,8,249.99999999975918
1830,249.999999999482,0,0,0,3.7978599718575703e-10,0,0,0,0,62,0.1,0,8,249.99999999986179
1860,249.999999999702,0,0,0,2.18482750642124e-10,0,0,0,0,63,0.1,0,8,249.99999999992048
1890,249.999999999829,0,0,0,1.25688447393472e-10,0,0,0,0,64,0.1,0,8,249.99999999995467
1920,249.999999999901,0,0,0,7.23058720275868e-11,0,0,0,0,65,0.1,0,8,249.9999999999733
1950,249.999999999943,0,0,0,4.1596019666785096e-11,0,0,0,0,66,0.1,0,8,249.9999999999846
1980,249.999999999967,0,0,0,2.39292992892586e-11,0,0,0,0,67,0.1,0,8,249.99999999999093
0,250,0,0,0,0,0,0,0,0,1,0.1,0,9,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.1,0,9,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.1,0,9,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.1,0,9,250.000018876751
120,244.231406734627,0,0,0,12.0705916837678,0,0,0,0,5,0.1,0,9,256.3019984183948
150,229.867268738971,0,0,0,25.0259644753168,0,0,0,0,6,0.1,0,9,254.89323321428782
180,218.071776253797,0,0,0,33.6794373469254,0,0,0,0,7,0.1,0,9,251.7512136007224
210,208.784258409767,0,0,0,39.9474301798595,0,0,0,0,8,0.1,0,9,248.73168858962651
240,201.151564687012,0,0,0,44.9090435649335,0,0,0,0,9,0.1,0,9,246.0606082519455
270,194.587663337349,0,0,0,49.0644292305663,0,0,0,0,10,0.1,0,9,243.6520925679153
300,188.727637914164,0,0,0,52.6851379206498,0,0,0,0,11,0.1,0,9,241.4127758348138
330,183.334493265281,0,0,0,55.9381782902338,0,0,0,0,12,0.1,0,9,239.2726715555148
360,178.243479162336,0,0,0,58.9349951440947,0,0,0,0,13,0.1,0,9,237.1784743064307
390,179.427280409313,0,0,0,51.7760323465623,0,0,0,0,14,0.1,0,9,231.2033127558753
420,190.402771568921,0,0,0,42.8904796182719,0,0,0,0,15,0.1,0,9,233.29325118719288
450,203.062965267412,0,0,0,34.0238916138212,0,0,0,0,16,0.1,0,9,237.08685688123322
480,215.064738133811,0,0,0,25.6184472306378,0,0,0,0,17,0.1,0,9,240.6831853644488
510,225.33462694787,0,0,0,18.2460078287238,0,0,0,0,18,0.1,0,9,243.5806347765938
540,233.411177574329,0,0,0,12.3268895261041,0,0,0,0,19,0.1,0,9,245.7380671004331
570,239.304173032265,0,0,0,7.95443477332534,0,0,0,0,20,0.1,0,9,247.25860780559034
600,243.336258127033,0,0,0,4.94787027357583,0,0,0,0,21,0.1,0,9,248.28412840060884
630,245.955413283507,0,0,0,2.99499434944802,0,0,0,0,22,0.1,0,9,248.950407632955
660,247.590803944429,0,0,0,1.77891869928981,0,0,0,0,23,0.1,0,9,249.36972264371883
690,248.58325727431,0,0,0,1.04354561317117,0,0,0,0,24,0.1,0,9,249.62680288748118
720,249.173867974692,0,0,0,0.60737955694658,0,0,0,0,25,0.1,0,9,249.78124753163857
750,249.52083462922,0,0,0,0.351826078479003,0,0,0,0,26,0.1,0,9,249.872660707699
780,249.722996080177,0,0,0,0.203213395108682,0,0,0,0,27,0.1,0,9,249.9262094752857
810,249.84018527707,0,0,0,0.117177497754404,0,0,0,0,28,0.1,0,9,249.9573627748244
840,249.907906564869,0,0,0,0.0675007708304672,0,0,0,0,29,0.1,0,9,249.97540733569946
870,249.946968463174,0,0,0,0.0388620134808079,0,0,0,0,30,0.1,0,9,249.9858304766548
900,249.969474671461,0,0,0,0.022366525008573,0,0,0,0,31,0.1,0,9,249.99184119646958
930,249.982433630985,0,0,0,0.0128703105644095,0,0,0,0,32,0.1,0,9,249.99530394154942
960,249.98989251629,0,0,0,0.00740511623846156,0,0,0,0,33,0.1,0,9,249.99729763252847
990,249.994184741341,0,0,0,0.00426036972504897,0,0,0,0,34,0.1,0,9,249.99844511106605
1020,249.996654394133,0,0,0,0.00245102027108233,0,0,0,0,35,0.1,0,9,249.99910541440408
1050,249.998075274318,0,0,0,0.00141005945803991,0,0,0,0,36,0.1,0,9,249.99948533377605
1080,249.99889272326,0,0,0,8.1119024306725e-4,0,0,0,0,37,0.1,0,9,249.99970391350308
1110,249.999362999698,0,0,0,4.6666475453594e-4,0,0,0,0,38,0.1,0,9,249.99982966445253
1140,249.999633544817,0,0,0,2.6846368880375e-4,0,0,0,0,39,0.1,0,9,249.99990200850579
1170,249.999789185336,0,0,0,1.5444189048819e-4,0,0,0,0,40,0.1,0,9,249.9999436272265
1200,249.99987872256,0,0,0,8.88472708315254e-5,0,0,0,0,41,0.1,0,9,249.99996756983083
1230,249.999930231593,0,0,0,5.11119846935574e-5,0,0,0,0,42,0.1,0,9,249.9999813435777
1260,249.999959863699,0,0,0,2.94036475645363e-5,0,0,0,0,43,0.1,0,9,249.99998926734656
1290,249.999976910436,0,0,0,1.69152944873153e-5,0,0,0,0,44,0.1,0,9,249.99999382573048
1320,249.999986717065,0,0,0,9.73100856337953e-6,0,0,0,0,45,0.1,0,9,249.99999644807357
1350,249.999992358611,0,0,0,5.59804145648083e-6,0,0,0,0,46,0.1,0,9,249.99999795665246
1380,249.999995604072,0,0,0,3.22043357023594e-6,0,0,0,0,47,0.1,0,9,249.99999882450558
1410,249.999997471117,0,0,0,1.85264653282644e-6,0,0,0,0,48,0.1,0,9,249.99999932376355
1440,249.999998545187,0,0,0,1.06578789669575e-6,0,0,0,0,49,0.1,0,9,249.9999996109749
1470,249.999999163078,0,0,0,6.13124959496572e-7,0,0,0,0,50,0.1,0,9,249.99999977620297
1500,249.999999518537,0,0,0,3.52717660947439e-7,0,0,0,0,51,0.1,0,9,249.99999987125466
1530,249.999999723025,0,0,0,2.02910917329973e-7,0,0,0,0,52,0.1,0,9,249.99999992593592
1560,249.999999840662,0,0,0,1.16730305450893e-7,0,0,0,0,53,0.1,0,9,249.99999995739233
1590,249.999999908337,0,0,0,6.71524449072002e-8,0,0,0,0,54,0.1,0,9,249.99999997548946
1620,249.999999947268,0,0,0,3.86313634407874e-8,0,0,0,0,55,0.1,0,9,249.99999998589936
1650,249.999999969665,0,0,0,2.22237960637776e-8,0,0,0,0,56,0.1,0,9,249.99999999188879
1680,249.999999982548,0,0,0,1.27848739314529e-8,0,0,0,0,57,0.1,0,9,249.99999999533287
1710,249.999999989961,0,0,0,7.354864171549091e-9,0,0,0,0,58,0.1,0,9,249.99999999731585
1740,249.999999994225,0,0,0,4.2310958456506404e-9,0,0,0,0,59,0.1,0,9,249.99999999845608
1770,249.999999996678,0,0,0,2.43405882649556e-9,0,0,0,0,60,0.1,0,9,249.99999999911208
