Time,ZW,ZZ,MZ,MM,MW,RW,RZ,MR,RR,generation,threshold,rM,total_females
1350,248.708988973283,0,0,0,3.60494477170199e-7,1.291010536169,0,0,0,46,0.2,0.001,249.99999986994646
1380,248.708989177989,0,0,0,2.08513772927094e-7,1.29101053827295,0,0,0,47,0.2,0.001,249.99999992477572
1410,248.708989296393,0,0,0,1.20606545120247e-7,1.29101053948989,0,0,0,48,0.2,0.001,249.99999995648946
1440,248.708989364879,0,0,0,6.97600859039388e-8,1.29101054019379,0,0,0,49,0.2,0.001,249.99999997483286
1470,248.708989404493,0,0,0,4.03499625804467e-8,1.29101054060093,0,0,0,50,0.2,0.001,249.99999998544388
1500,248.708989427405,0,0,0,2.33388399485366e-8,1.29101054083642,0,0,0,51,0.2,0.001,249.99999999158024
1530,248.708989440658,0,0,0,1.34994288768879e-8,1.29101054097263,0,0,0,52,0.2,0.001,249.99999999513005
1560,248.708989448324,0,0,0,7.80821070729947e-9,1.29101054105142,0,0,0,53,0.2,0.001,249.9999999971836
1590,248.708989452758,0,0,0,4.51635065466285e-9,1.29101054109698,0,0,0,54,0.2,0.001,249.99999999837132
1620,248.708989455322,0,0,0,2.61230440618803e-9,1.29101054112334,0,0,0,55,0.2,0.001,249.99999999905765
1650,248.708989456806,0,0,0,1.5109841622679702e-9,1.2910105411386,0,0,0,56,0.2,0.001,249.99999999945558
1680,248.708989457663,0,0,0,8.73969026422953e-10,1.29101054114741,0,0,0,57,0.2,0.001,249.99999999968438
1710,248.70898945816,0,0,0,5.05512816226185e-10,1.29101054115251,0,0,0,58,0.2,0.001,249.99999999981802
1740,248.708989458446,0,0,0,2.92393894568303e-10,1.29101054115546,0,0,0,59,0.2,0.001,249.99999999989387
1770,248.708989458612,0,0,0,1.69123683587012e-10,1.29101054115717,0,0,0,60,0.2,0.001,249.9999999999383
1800,248.708989458709,0,0,0,9.782290561241019e-11,1.29101054115816,0,0,0,61,0.2,0.001,249.99999999996498
1830,248.708989458764,0,0,0,5.658179067229e-11,1.29101054115873,0,0,0,62,0.2,0.001,249.9999999999793
1860,248.708989458797,0,0,0,3.2727498898532194e-11,1.29101054115905,0,0,0,63,0.2,0.001,249.99999999998877
1890,248.708989458815,0,0,0,1.8929927303938898e-11,1.29101054115925,0,0,0,64,0.2,0.001,249.99999999999318
1920,248.708989458826,0,0,0,1.0949267734859699e-11,1.29101054115936,0,0,0,65,0.2,0.001,249.99999999999633
1950,248.708989458832,0,0,0,6.3331708571688196e-12,1.29101054115943,0,0,0,66,0.2,0.001,249.99999999999778
1980,248.708989458836,0,0,0,3.66317219355164e-12,1.29101054115946,0,0,0,67,0.2,0.001,249.99999999999912
0,250,0,0,0,0,0,0,0,0,1,0.2,0,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.2,0,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.2,0,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.2,0,250.000018876751
120,238.042921089373,0,0,0,22.8330220172171,0,0,0,0,5,0.2,0,260.8759431065901
150,208.924493454101,0,0,0,47.4212840964,0,0,0,0,6,0.2,0,256.345777550501
180,183.515408980453,0,0,0,63.8149724282735,0,0,0,0,7,0.2,0,247.3303814087265
210,172.749406011083,0,0,0,58.2136596565811,0,0,0,0,8,0.2,0,230.96306566766413
240,180.919737200721,0,0,0,49.5103063344537,0,0,0,0,9,0.2,0,230.4300435351747
270,193.287227325046,0,0,0,40.6587854124559,0,0,0,0,10,0.2,0,233.9460127375019
300,206.0700625509,0,0,0,31.8992429270748,0,0,0,0,11,0.2,0,237.96930547797479
330,217.754293975522,0,0,0,23.6971902386978,0,0,0,0,12,0.2,0,241.4514842142198
360,227.517651260244,0,0,0,16.6542333594288,0,0,0,0,13,0.2,0,244.17188461967282
390,235.045654279588,0,0,0,11.1175107643462,0,0,0,0,14,0.2,0,246.1631650439342
420,240.446075130534,0,0,0,7.10355896531923,0,0,0,0,15,0.2,0,247.54963409585324
450,244.090023112157,0,0,0,4.38552174239882,0,0,0,0,16,0.2,0,248.47554485455584
480,246.431620713011,0,0,0,2.64047979616088,0,0,0,0,17,0.2,0,249.0721005091719
510,247.882169757189,0,0,0,1.56276402973171,0,0,0,0,18,0.2,0,249.4449337869207
540,248.757600499561,0,0,0,0.914659583303192,0,0,0,0,19,0.2,0,249.6722600828642
570,249.276651711004,0,0,0,0.531616466817679,0,0,0,0,20,0.2,0,249.80826817782167
600,249.580854689228,0,0,0,0.307680242434389,0,0,0,0,21,0.2,0,249.8885349316624
630,249.757835839299,0,0,0,0.177626226467258,0,0,0,0,22,0.2,0,249.93546206576625
660,249.860334947173,0,0,0,0.102393441748962,0,0,0,0,23,0.2,0,249.96272838892196
690,249.919534624647,0,0,0,0.0589743218791014,0,0,0,0,24,0.2,0,249.97850894652612
720,249.953670095377,0,0,0,0.0339497729905282,0,0,0,0,25,0.2,0,249.98761986836752
750,249.973334082976,0,0,0,0.0195382414900501,0,0,0,0,26,0.2,0,249.99287232446605
780,249.984655237674,0,0,0,0.0112424714733734,0,0,0,0,27,0.2,0,249.99589770914736
810,249.991171014854,0,0,0,0.00646839413403634,0,0,0,0,28,0.2,0,249.99763940898802
840,249.994920385574,0,0,0,0.00372140707950178,0,0,0,0,29,0.2,0,249.9986417926535
870,249.997077644725,0,0,0,0.00214093797249092,0,0,0,0,30,0.2,0,249.9992185826975
900,249.998318777965,0,0,0,0.00123166627499264,0,0,0,0,31,0.2,0,249.99955044424001
930,249.999032811207,0,0,0,7.0856132843877e-4,0,0,0,0,32,0.2,0,249.99974137253545
960,249.99944359112,0,0,0,4.0762349964049e-4,0,0,0,0,33,0.2,0,249.99985121461967
990,249.999679907941,0,0,0,2.3449817568722e-4,0,0,0,0,34,0.2,0,249.9999144061167
1020,249.999815857249,0,0,0,1.349021444828e-4,0,0,0,0,35,0.2,0,249.99995075939347
1050,249.999894066406,0,0,0,7.76064357848178e-5,0,0,0,0,36,0.2,0,249.99997167284178
1080,249.999939058601,0,0,0,4.4645360570876e-5,0,0,0,0,37,0.2,0,249.99998370396156
1110,249.999964941695,0,0,0,2.56835330746652e-5,0,0,0,0,38,0.2,0,249.99999062522807
1140,249.9999798317,0,0,0,1.47751909275089e-5,0,0,0,0,39,0.2,0,249.9999946068909
1170,249.999988397606,0,0,0,8.49985236665397e-6,0,0,0,0,40,0.2,0,249.99999689745835
1200,249.99999332539,0,0,0,4.88978351367321e-6,0,0,0,0,41,0.2,0,249.99999821517352
1230,249.99999616024,0,0,0,2.8129878944237e-6,0,0,0,0,42,0.2,0,249.9999989732279
1260,249.999997791068,0,0,0,1.61825174506996e-6,0,0,0,0,43,0.2,0,249.99999940931977
1290,249.999998729249,0,0,0,9.30945589708999e-7,0,0,0,0,44,0.2,0,249.9999996601946
1320,249.999999268965,0,0,0,5.35553066292872e-7,0,0,0,0,45,0.2,0,249.99999980451807
1350,249.99999957945,0,0,0,3.08092211482622e-7,0,0,0,0,46,0.2,0,249.9999998875422
1380,249.999999758067,0,0,0,1.77238851760227e-7,0,0,0,0,47,0.2,0,249.99999993530585
1410,249.999999860821,0,0,0,1.01961715859508e-7,0,0,0,0,48,0.2,0,249.9999999627827
1440,249.999999919934,0,0,0,5.86563915795593e-8,0,0,0,0,49,0.2,0,249.99999997859038
1470,249.999999953939,0,0,0,3.37437659067178e-8,0,0,0,0,50,0.2,0,249.99999998768277
1500,249.999999973503,0,0,0,1.94120658734133e-8,0,0,0,0,51,0.2,0,249.99999999291506
1530,249.999999984756,0,0,0,1.11673457684883e-8,0,0,0,0,52,0.2,0,249.99999999592333
1560,249.99999999123,0,0,0,6.4243348603034405e-9,0,0,0,0,53,0.2,0,249.99999999765433
1590,249.999999994956,0,0,0,3.69578226112648e-9,0,0,0,0,54,0.2,0,249.9999999986518
1620,249.999999997098,0,0,0,2.12610438562674e-9,0,0,0,0,55,0.2,0,249.99999999922412
1650,249.99999999833,0,0,0,1.22310232018954e-9,0,0,0,0,56,0.2,0,249.9999999995531
1680,249.99999999904,0,0,0,7.03624570717595e-10,0,0,0,0,57,0.2,0,249.99999999974364
1710,249.999999999448,0,0,0,4.04780146633866e-10,0,0,0,0,58,0.2,0,249.99999999985278
1740,249.999999999683,0,0,0,2.32861349542224e-10,0,0,0,0,59,0.2,0,249.99999999991587
1770,249.999999999817,0,0,0,1.33960147407045e-10,0,0,0,0,60,0.2,0,249.99999999995094
1800,249.999999999895,0,0,0,7.70644038977481e-11,0,0,0,0,61,0.2,0,249.99999999997206
1830,249.99999999994,0,0,0,4.43335011424377e-11,0,0,0,0,62,0.2,0,249.99999999998434
1860,249.999999999965,0,0,0,2.5504113755990698e-11,0,0,0,0,63,0.2,0,249.9999999999905
1890,249.99999999998,0,0,0,1.46719704448455e-11,0,0,0,0,64,0.2,0,249.99999999999466
1920,249.999999999988,0,0,0,8.44047038034521e-12,0,0,0,0,65,0.2,0,249.99999999999645
1950,249.999999999994,0,0,0,4.85562184774627e-12,0,0,0,0,66,0.2,0,249.99999999999886
1980,249.999999999996,0,0,0,2.7933352604627797e-12,0,0,0,0,67,0.2,0,249.99999999999878
0,250,0,0,0,0,0,0,0,0,1,0.2,1e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.2,1e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.2,1e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.2,1e-4,250.000018876751
120,238.041547483341,0,0,0,22.8314096662869,0.00246645918325907,0,0,0,5,0.2,1e-4,260.87542360881116
150,208.921866907091,0,0,0,47.4137908155143,0.0100579755677359,0,0,0,6,0.2,1e-4,256.345715698173
180,183.511108048569,0,0,0,63.8014271390082,0.0208259523747973,0,0,0,7,0.2,1e-4,247.33336113995202
210,172.743633970526,0,0,0,58.193620789288,0.0327848763754406,0,0,0,8,0.2,1e-4,230.97003963618943
240,180.907448949153,0,0,0,49.4856274503214,0.0477986797959525,0,0,0,9,0.2,1e-4,230.44087507927037
270,193.262795352577,0,0,0,40.631496178473,0.0641725143388854,0,0,0,10,0.2,1e-4,233.9584640453889
300,206.028129789328,0,0,0,31.8729344068563,0.0801331168726813,0,0,0,11,0.2,1e-4,237.98119731305698
330,217.691733850337,0,0,0,23.6753221843242,0.0942943436149695,0,0,0,12,0.2,1e-4,241.46135037827617
360,227.434616859454,0,0,0,16.6387391903404,0.105802335245113,0,0,0,13,0.2,1e-4,244.1791583850395
390,234.945211186902,0,0,0,11.1083476456663,0.114421754745655,0,0,0,14,0.2,1e-4,246.16798058731393
420,240.332755496543,0,0,0,7.09930011325104,0.120436737673245,0,0,0,15,0.2,1e-4,247.55249234746728
450,243.968294724053,0,0,0,4.38434379755157,0.124399580489947,0,0,0,16,0.2,1e-4,248.47703810209453
480,246.304985488367,0,0,0,2.64086547782552,0.126898298930769,0,0,0,17,0.2,1e-4,249.0727492651233
510,247.752963897443,0,0,0,1.56373250267461,0.128424720879482,0,0,0,18,0.2,1e-4,249.4451211209971
540,248.627199633223,0,0,0,0.915694195183893,0.129337106743943,0,0,0,19,0.2,1e-4,249.67223093515085
570,249.145784008525,0,0,0,0.53250154828122,0.129874687574106,0,0,0,20,0.2,1e-4,249.80816024438033
600,249.449866666477,0,0,0,0.308360511577224,0.130188541288601,0,0,0,21,0.2,1e-4,249.88841571934282
630,249.626871163544,0,0,0,0.178117093735697,0.130370736345393,0,0,0,22,0.2,1e-4,249.93535899362507
660,249.729439271702,0,0,0,0.102733309832127,0.130476136242746,0,0,0,23,0.2,1e-4,249.9626487177769
690,249.788711303235,0,0,0,0.0592029397948869,0.130536983614208,0,0,0,24,0.2,1e-4,249.9784512266441
720,249.822907379609,0,0,0,0.0341003293338336,0.130572067643056,0,0,0,25,0.2,1e-4,249.9875797765859
750,249.842617202602,0,0,0,0.0196358001739316,0.130592282172558,0,0,0,26,0.2,1e-4,249.99284528494852
780,249.85397104847,0,0,0,0.0113048901405673,0.13060392436924,0,0,0,27,0.2,1e-4,249.9958798629798
810,249.860509272385,0,0,0,0.00650792319464132,0.130610627844065,0,0,0,28,0.2,1e-4,249.9976278234237
840,249.864273650993,0,0,0,0.00374623041809585,0.130614487099256,0,0,0,29,0.2,1e-4,249.99863436851035
870,249.86644074917,0,0,0,0.00215641690905705,0.130616708727775,0,0,0,30,0.2,1e-4,249.99921387480686
900,249.867688236134,0,0,0,0.00124126071879828,0.13061798757556,0,0,0,31,0.2,1e-4,249.99954748442835
930,249.868406323635,0,0,0,7.1447775683535e-4,0.130618723705412,0,0,0,32,0.2,1e-4,249.99973952509725
960,249.868819665552,0,0,0,4.1125555397971e-4,0.130619147429528,0,0,0,33,0.2,1e-4,249.9998500685355
990,249.86905758842,0,0,0,2.3671911091495e-4,0.130619391327395,0,0,0,34,0.2,1e-4,249.9999136988583
1020,249.869194537731,0,0,0,1.3625548435789e-4,0.13061953171558,0,0,0,35,0.2,1e-4,249.99995032493095
1050,249.869273365954,0,0,0,7.84285452903005e-5,0.130619612523106,0,0,0,36,0.2,1e-4,249.9999714070224
1080,249.869318739488,0,0,0,4.51433763858442e-5,0.130619659035889,0,0,0,37,0.2,1e-4,249.99998354190026
1110,249.869344856464,0,0,0,2.59844632056267e-5,0.130619685808602,0,0,0,38,0.2,1e-4,249.99999052673581
1140,249.869359889367,0,0,0,1.49566167394038e-5,0.130619701218941,0,0,0,39,0.2,1e-4,249.99999454720268
1170,249.869368542285,0,0,0,8.60900431438585e-6,0.130619710089111,0,0,0,40,0.2,1e-4,249.99999686137843
1200,249.869373522891,0,0,0,4.95532854467384e-6,0.130619715194766,0,0,0,41,0.2,1e-4,249.9999981934143
1230,249.86937638972,0,0,0,2.85227873682632e-6,0.130619718133572,0,0,0,42,0.2,1e-4,249.9999989601323
1260,249.869378039862,0,0,0,1.64176678133983e-6,0.130619719825145,0,0,0,43,0.2,1e-4,249.99999940145392
1290,249.869378989681,0,0,0,9.44998148984524e-7,0.130619720798811,0,0,0,44,0.2,1e-4,249.99999965547795
1320,249.869379536395,0,0,0,5.43939312550052e-7,0.130619721359252,0,0,0,45,0.2,1e-4,249.99999980169358
1350,249.869379851083,0,0,0,3.13090533232391e-7,0.130619721681841,0,0,0,46,0.2,1e-4,249.99999988585537
1380,249.869380032216,0,0,0,1.80214372223365e-7,0.130619721867522,0,0,0,47,0.2,1e-4,249.99999993429788
1410,249.869380136478,0,0,0,1.03731082415052e-7,0.1306197219744,0,0,0,48,0.2,1e-4,249.99999996218347
1440,249.869380196489,0,0,0,5.97074324137277e-8,0.130619722035919,0,0,0,49,0.2,1e-4,249.99999997823235
1470,249.869380231031,0,0,0,3.43674952640128e-8,0.130619722071329,0,0,0,50,0.2,1e-4,249.9999999874698
1500,249.869380250915,0,0,0,1.97818710774988e-8,0.13061972209171,0,0,0,51,0.2,1e-4,249.99999999278856
1530,249.869380262359,0,0,0,1.1386410916909e-8,0.130619722103443,0,0,0,52,0.2,1e-4,249.99999999584884
1560,249.869380268946,0,0,0,6.5539985094547e-9,0.130619722110195,0,0,0,53,0.2,1e-4,249.9999999976102
1590,249.869380272738,0,0,0,3.77247025186422e-9,0.130619722114082,0,0,0,54,0.2,1e-4,249.99999999862456
1620,249.86938027492,0,0,0,2.1714273782964403e-9,0.130619722116319,0,0,0,55,0.2,1e-4,249.99999999920774
1650,249.869380276177,0,0,0,1.2498698582973e-9,0.130619722117608,0,0,0,56,0.2,1e-4,249.99999999954449
1680,249.8693802769,0,0,0,7.194229373165141e-10,0.130619722118349,0,0,0,57,0.2,1e-4,249.99999999973775
1710,249.869380277316,0,0,0,4.14098603385027e-10,0.130619722118775,0,0,0,58,0.2,1e-4,249.99999999984888
1740,249.869380277556,0,0,0,2.3835444274886003e-10,0.130619722119021,0,0,0,59,0.2,1e-4,249.99999999991337
1770,249.869380277693,0,0,0,1.37196406637431e-10,0.130619722119162,0,0,0,60,0.2,1e-4,249.99999999994938
1800,249.869380277773,0,0,0,7.897001531468829e-11,0.130619722119244,0,0,0,61,0.2,1e-4,249.9999999999712
1830,249.869380277819,0,0,0,4.54550047748588e-11,0.13061972211929,0,0,0,62,0.2,1e-4,249.99999999998374
1860,249.869380277845,0,0,0,2.6163822443850198e-11,0.130619722119317,0,0,0,63,0.2,1e-4,249.99999999999048
1890,249.869380277861,0,0,0,1.50598511267079e-11,0.130619722119333,0,0,0,64,0.2,1e-4,249.9999999999954
1920,249.869380277869,0,0,0,8.66842436518231e-12,0.130619722119342,0,0,0,65,0.2,1e-4,249.99999999999702
1950,249.869380277874,0,0,0,4.9895301316505795e-12,0.130619722119347,0,0,0,66,0.2,1e-4,249.99999999999832
1980,249.869380277877,0,0,0,2.8719649483985996e-12,0.13061972211935,0,0,0,67,0.2,1e-4,249.99999999999923
0,250,0,0,0,0,0,0,0,0,1,0.2,2e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.2,2e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.2,2e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.2,2e-4,250.000018876751
120,238.040173908418,0,0,0,22.8297975019809,0.0049327132564145,0,0,0,5,0.2,2e-4,260.8749041236553
150,208.919240827244,0,0,0,47.4062989444629,0.0201141182364923,0,0,0,6,0.2,2e-4,256.3456538899434
180,183.506808881494,0,0,0,63.78788597996,0.0416449253910023,0,0,0,7,0.2,2e-4,247.336339786845
210,172.737866320458,0,0,0,58.1735914441392,0.0655514262857519,0,0,0,8,0.2,2e-4,230.97700919088297
240,180.895174067627,0,0,0,49.4609668473516,0.0955547253212469,0,0,0,9,0.2,2e-4,230.45169564029985
270,193.238398436445,0,0,0,40.6042353366324,0.12826392407082,0,0,0,10,0.2,2e-4,233.97089769714822
300,205.986272921972,0,0,0,31.8466601075775,0.160134814575991,0,0,0,11,0.2,2e-4,237.99306784412548
330,217.629308762372,0,0,0,23.6534850936029,0.188402192128778,0,0,0,12,0.2,2e-4,241.47119604810368
360,227.351784901057,0,0,0,16.623264052325,0.211367010544371,0,0,0,13,0.2,2e-4,244.18641596392635
390,234.845031967883,0,0,0,11.0991886750826,0.228565003078012,0,0,0,14,0.2,2e-4,246.1727856460436
420,240.219745003297,0,0,0,7.09503384568945,0.240566511394445,0,0,0,15,0.2,2e-4,247.5553453603809
450,243.84690238135,0,0,0,4.38315288633737,0.248474632682088,0,0,0,16,0.2,2e-4,248.47852990036944
480,246.178698642241,0,0,0,2.64123771889076,0.253462364803511,0,0,0,17,0.2,2e-4,249.07339872593525
510,247.624109806431,0,0,0,1.56468979923457,0.256510413421112,0,0,0,18,0.2,2e-4,249.44531001908666
540,248.497149637358,0,0,0,0.91672066254478,0.258333123066174,0,0,0,19,0.2,2e-4,249.67220342296895
570,249.015264856689,0,0,0,0.53338121162378,0.259407593502739,0,0,0,20,0.2,2e-4,249.8080536618155
600,249.319224846581,0,0,0,0.309037419172864,0.260035221480679,0,0,0,21,0.2,2e-4,249.88829748723452
630,249.496250817384,0,0,0,0.178605996021906,0.260399759951603,0,0,0,22,0.2,2e-4,249.93525657335752
660,249.598886597934,0,0,0,0.10307209409517,0.260610760162395,0,0,0,23,0.2,2e-4,249.9625694521916
690,249.658230109378,0,0,0,0.0594309982444754,0.260732637418324,0,0,0,24,0.2,2e-4,249.9783937450408
720,249.692486245741,0,0,0,0.0342506220111138,0.260802949437489,0,0,0,25,0.2,2e-4,249.9875398171896
750,249.712241577782,0,0,0,0.0197332528793223,0.260843483818149,0,0,0,26,0.2,2e-4,249.99281831447948
780,249.723627926967,0,0,0,0.0113672811496524,0.260866841775255,0,0,0,27,0.2,2e-4,249.9958620498919
810,249.730188493539,0,0,0,0.00654745953767271,0.260880298519829,0,0,0,28,0.2,2e-4,249.9976162515965
840,249.733967824792,0,0,0,0.00377107360785663,0.260888049982166,0,0,0,29,0.2,2e-4,249.99862694838203
870,249.736144734215,0,0,0,0.00217191761042221,0.260892514676132,0,0,0,30,0.2,2e-4,249.99920916650154
900,249.737398561994,0,0,0,0.00125087440349156,0.260895086132755,0,0,0,31,0.2,2e-4,249.99954452253027
930,249.738120698539,0,0,0,7.2040956298862e-4,0.260896567132062,0,0,0,32,0.2,2e-4,249.99973767523406
960,249.738536600987,0,0,0,4.1489918886821e-4,0.260897420082255,0,0,0,33,0.2,2e-4,249.99984892025813
990,249.738776130083,0,0,0,2.3894842811144e-4,0.260897911316402,0,0,0,34,0.2,2e-4,249.99991298982752
1020,249.738914080172,0,0,0,1.37614720395e-4,0.260898194228263,0,0,0,35,0.2,2e-4,249.99994988912067
1050,249.738993528347,0,0,0,7.92547135353358e-5,0.260898357162539,0,0,0,36,0.2,2e-4,249.9999711402231
1080,249.739039284009,0,0,0,4.564413885047e-5,0.260898450999298,0,0,0,37,0.2,2e-4,249.99998337914715
1110,249.739065635498,0,0,0,2.62872265116694e-5,0.260898505041508,0,0,0,38,0.2,2e-4,249.99999042776602
1140,249.739080811772,0,0,0,1.51392520789599e-5,0.260898536165335,0,0,0,39,0.2,2e-4,249.9999944871894
1170,249.739089552044,0,0,0,8.71894659751711e-6,0.260898554090067,0,0,0,40,0.2,2e-4,249.99999682508064
1200,249.739094585712,0,0,0,5.02138571746195e-6,0.260898564413219,0,0,0,41,0.2,2e-4,249.99999817151092
1230,249.739097484686,0,0,0,2.89189905802025e-6,0.260898570358494,0,0,0,42,0.2,2e-4,249.99999894694355
1260,249.739099154252,0,0,0,1.66549244127312e-6,0.260898573782475,0,0,0,43,0.2,2e-4,249.9999993935269
1290,249.739100115783,0,0,0,9.59184597109934e-7,0.260898575754403,0,0,0,44,0.2,2e-4,249.999999650722
1320,249.739100669545,0,0,0,5.52410242800649e-7,0.260898576890069,0,0,0,45,0.2,2e-4,249.9999997988453
1350,249.739100988465,0,0,0,3.18142176015182e-7,0.260898577544118,0,0,0,46,0.2,2e-4,249.9999998841513
1380,249.739101172137,0,0,0,1.83223329412003e-7,0.260898577920796,0,0,0,47,0.2,2e-4,249.99999993328112
1410,249.739101277916,0,0,0,1.0552133894745e-7,0.26089857813773,0,0,0,48,0.2,2e-4,249.99999996157507
1440,249.739101338837,0,0,0,6.0771480351627e-8,0.260898578262666,0,0,0,49,0.2,2e-4,249.99999997787114
1470,249.739101373922,0,0,0,3.49992983321455e-8,0.260898578334619,0,0,0,50,0.2,2e-4,249.99999998725593
1500,249.739101394127,0,0,0,2.01566734312239e-8,0.260898578376058,0,0,0,51,0.2,2e-4,249.99999999265972
1530,249.739101405764,0,0,0,1.16085608313626e-8,0.260898578399924,0,0,0,52,0.2,2e-4,249.99999999577247
1560,249.739101412467,0,0,0,6.685561733289761e-9,0.260898578413668,0,0,0,53,0.2,2e-4,249.99999999756622
1590,249.739101416327,0,0,0,3.8503253190821e-9,0.260898578421583,0,0,0,54,0.2,2e-4,249.99999999859892
1620,249.739101418549,0,0,0,2.21746588449895e-9,0.260898578426142,0,0,0,55,0.2,2e-4,249.99999999919262
1650,249.739101419829,0,0,0,1.2770751927e-9,0.260898578428768,0,0,0,56,0.2,2e-4,249.99999999953485
1680,249.739101420566,0,0,0,7.35488676147385e-10,0.26089857843028,0,0,0,57,0.2,2e-4,249.99999999973176
1710,249.739101420992,0,0,0,4.23580064689848e-10,0.26089857843115,0,0,0,58,0.2,2e-4,249.99999999984672
1740,249.739101421235,0,0,0,2.43946748632278e-10,0.260898578431652,0,0,0,59,0.2,2e-4,249.9999999999106
1770,249.739101421376,0,0,0,1.4049295783481e-10,0.260898578431941,0,0,0,60,0.2,2e-4,249.99999999994844
1800,249.739101421457,0,0,0,8.09122126522103e-11,0.260898578432107,0,0,0,61,0.2,2e-4,249.99999999997002
1830,249.739101421505,0,0,0,4.6598678376247695e-11,0.260898578432203,0,0,0,62,0.2,2e-4,249.9999999999838
1860,249.739101421531,0,0,0,2.68369477886574e-11,0.260898578432258,0,0,0,63,0.2,2e-4,249.99999999999008
1890,249.739101421547,0,0,0,1.5455841060464002e-11,0.26089857843229,0,0,0,64,0.2,2e-4,249.99999999999474
1920,249.739101421556,0,0,0,8.90127389923438e-12,0.260898578432309,0,0,0,65,0.2,2e-4,249.99999999999721
1950,249.739101421561,0,0,0,5.1263905160012595e-12,0.260898578432319,0,0,0,66,0.2,2e-4,249.99999999999844
1980,249.739101421564,0,0,0,2.95237288730177e-12,0.260898578432325,0,0,0,67,0.2,2e-4,249.99999999999926
0,250,0,0,0,0,0,0,0,0,1,0.2,3e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.2,3e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.2,3e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.2,3e-4,250.000018876751
120,238.038800364603,0,0,0,22.8281855242933,0.00739876222596122,0,0,0,5,0.2,3e-4,260.8743846511222
150,208.916615214413,0,0,0,47.3988084829501,0.0301684284288549,0,0,0,6,0.2,3e-4,256.345592125792
180,183.50251147815,0,0,0,63.7743489491947,0.0624569226699404,0,0,0,7,0.2,3e-4,247.33931735001465
210,172.732103056251,0,0,0,58.153571613239,0.0982996665666855,0,0,0,8,0.2,3e-4,230.9839743360567
240,180.882912534519,0,0,0,49.4363245017827,0.143268198917058,0,0,0,9,0.2,3e-4,230.46250523521874
270,193.214036499,0,0,0,40.5770028348868,0.192274396906119,0,0,0,10,0.2,3e-4,233.98331373079293
300,205.944491735266,0,0,0,31.8204199498949,0.240005444153399,0,0,0,11,0.2,3e-4,238.00491712931432
330,217.567018259776,0,0,0,23.6316788874877,0.282324141850513,0,0,0,12,0.2,3e-4,241.4810212891142
360,227.2691546253,0,0,0,16.607807907492,0.316694879739541,0,0,0,13,0.2,3e-4,244.19365741253154
390,234.74511556559,0,0,0,11.0900338766416,0.34243081412938,0,0,0,14,0.2,3e-4,246.17758025636098
420,240.107042380101,0,0,0,7.09076023430868,0.360390534778116,0,0,0,15,0.2,3e-4,247.55819314918782
450,243.725844705214,0,0,0,4.38194909542494,0.372226446960172,0,0,0,16,0.2,3e-4,248.4800202475991
480,246.052758769943,0,0,0,2.64159659410605,0.379693517299562,0,0,0,17,0.2,3e-4,249.07404888134863
510,247.495606097566,0,0,0,1.56563597094089,0.384258400655982,0,0,0,18,0.2,3e-4,249.44550046916288
540,248.367449157076,0,0,0,0.917739014620339,0.386989364636155,0,0,0,19,0.2,3e-4,249.6721775363325
570,248.885092929727,0,0,0,0.534255469928719,0.388600023719323,0,0,0,20,0.2,3e-4,249.80794842337502
600,249.188927924894,0,0,0,0.309710968640233,0.389541337956778,0,0,0,21,0.2,3e-4,249.888180231491
630,249.365973509429,0,0,0,0.179092931933538,0.390088361812211,0,0,0,22,0.2,3e-4,249.93515480317475
660,249.468675641875,0,0,0,0.103409791331884,0.390405158402321,0,0,0,23,0.2,3e-4,249.9624905916092
690,249.528089762723,0,0,0,0.0596584937898766,0.390588245270691,0,0,0,24,0.2,3e-4,249.97833650178356
720,249.56240541492,0,0,0,0.0344006480430316,0.39069392754067,0,0,0,25,0.2,3e-4,249.9874999905037
750,249.582205930051,0,0,0,0.0198305972877334,0.390754886095962,0,0,0,26,0.2,3e-4,249.9927914134347
780,249.593624594592,0,0,0,0.011429642814353,0.390790032813197,0,0,0,27,0.2,3e-4,249.99584427021955
810,249.600207399465,0,0,0,0.00658700199418507,0.39081029231621,0,0,0,28,0.2,3e-4,249.9976046937754
840,249.604001627814,0,0,0,0.0037959358679745,0.390821968779107,0,0,0,29,0.2,3e-4,249.99861953246108
870,249.606188320446,0,0,0,0.00218743957076037,0.390828697898488,0,0,0,30,0.2,3e-4,249.99920445791525
900,249.607448475937,0,0,0,0.00126050701003185,0.390832575691291,0,0,0,31,0.2,3e-4,249.99954155863833
