Time,ZW,ZZ,MZ,MM,MW,RW,RZ,MR,RR,generation,threshold,rM,total_females
960,1.8982193063407603e-9,0,0,0,1.28039485354848e-6,0,0,0,0,33,0.7,0,1.2822930728548208e-6
990,2.10872725671795e-10,0,0,0,1.61727040240382e-7,0,0,0,0,34,0.7,0,1.619379129660538e-7
1020,2.2096593223829698e-11,0,0,0,1.90809561874137e-8,0,0,0,0,35,0.7,0,1.9103052780637528e-8
1050,2.20206503443234e-12,0,0,0,2.1224592776785303e-9,0,0,0,0,36,0.7,0,2.1246613427129627e-9
1080,2.1013254182773998e-13,0,0,0,2.2432344827042e-10,0,0,0,0,37,0.7,0,2.2453358081224775e-10
1110,1.93097881051936e-14,0,0,0,2.2674216939787697e-11,0,0,0,0,38,0.7,0,2.269352672789289e-11
1140,1.7168903931962902e-15,0,0,0,2.20388716418836e-12,0,0,0,0,39,0.7,0,2.205604054581556e-12
1170,1.48292885639807e-16,0,0,0,2.06944755646121e-13,0,0,0,0,40,0.7,0,2.070930485317608e-13
1200,1.2484597501007301e-17,0,0,0,1.88465960113653e-14,0,0,0,0,41,0.7,0,1.8859080608866307e-14
1230,1.0274227851695399e-18,0,0,0,1.67024443348783e-15,0,0,0,0,42,0.7,0,1.6712718562729995e-15
1260,8.28527654304781e-20,0,0,0,1.44458667842053e-16,0,0,0,0,43,0.7,0,1.4454152060748347e-16
1290,6.56085913405236e-21,0,0,0,1.222359453673e-17,0,0,0,0,44,0.7,0,1.2230155395864053e-17
1320,5.11090930959268e-22,0,0,0,1.01409135026125e-18,0,0,0,0,45,0.7,0,1.0146024411922092e-18
1350,3.9228602593291e-23,0,0,0,8.263955160084769e-20,0,0,0,0,46,0.7,0,8.267878020344099e-20
1380,2.97077918204265e-24,0,0,0,6.6258144248313105e-21,0,0,0,0,47,0.7,0,6.628785204013353e-21
1410,2.22240035581921e-25,0,0,0,5.234221576024039e-22,0,0,0,0,48,0.7,0,5.236443976379859e-22
1440,1.64405824099792e-26,0,0,0,4.0791884166032897e-23,0,0,0,0,49,0.7,0,4.0808324748442874e-23
1470,1.20381563614655e-27,0,0,0,3.1397022836465302e-24,0,0,0,0,50,0.7,0,3.1409060992826767e-24
1500,8.73191630756122e-29,0,0,0,2.38905544384375e-25,0,0,0,0,51,0.7,0,2.389928635474506e-25
1530,6.2789251317540794e-30,0,0,0,1.79874794307306e-26,0,0,0,0,52,0.7,0,1.7993758355862354e-26
1560,4.4789102573469e-31,0,0,0,1.34110718058761e-27,0,0,0,0,53,0.7,0,1.3415550716133446e-27
1590,3.17121893349724e-32,0,0,0,9.90862356346295e-29,0,0,0,0,54,0.7,0,9.911794782396447e-29
1620,2.22985463470131e-33,0,0,0,7.259332314986769e-30,0,0,0,0,55,0.7,0,7.26156216962147e-30
1650,1.55786707820069e-34,0,0,0,5.276712863972529e-31,0,0,0,0,56,0.7,0,5.27827073105073e-31
1680,1.0818698173493299e-35,0,0,0,3.80750040535785e-32,0,0,0,0,57,0.7,0,3.8085822751751996e-32
1710,7.47102432430903e-37,0,0,0,2.72854788793617e-33,0,0,0,0,58,0.7,0,2.7292949903686008e-33
1740,5.13216017107878e-38,0,0,0,1.94278744917346e-34,0,0,0,0,59,0.7,0,1.9433006651905677e-34
1770,3.50813148748124e-39,0,0,0,1.37496508091116e-35,0,0,0,0,60,0.7,0,1.375315894059908e-35
1800,2.3869080706366e-40,0,0,0,9.67579656175748e-37,0,0,0,0,61,0.7,0,9.678183469828116e-37
1830,1.61695311991915e-41,0,0,0,6.77256948441445e-38,0,0,0,0,62,0.7,0,6.774186437534369e-38
1860,1.09086028484199e-42,0,0,0,4.71653706190037e-39,0,0,0,0,63,0.7,0,4.717627922185212e-39
1890,7.330780027589379e-44,0,0,0,3.2690155712670097e-40,0,0,0,0,64,0.7,0,3.2697486492697687e-40
1920,4.9083124208365496e-45,0,0,0,2.2555175088027899e-41,0,0,0,0,65,0.7,0,2.2560083400448736e-41
1950,3.27491280512664e-46,0,0,0,1.5495797796497197e-42,0,0,0,0,66,0.7,0,1.5499072709302324e-42
1980,2.17786552451141e-47,0,0,0,1.0602678598970598e-43,0,0,0,0,67,0.7,0,1.060485646449511e-43
0,250,0,0,0,0,0,0,0,0,1,0.7,1e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.7,1e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.7,1e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.7,1e-4,250.000018876751
120,210.444287951613,0,0,0,67.0246311602388,0.00840158226378022,0,0,0,5,0.7,1e-4,277.4773206941156
150,129.99589244286,0,0,0,121.378199619034,0.0299915189958924,0,0,0,6,0.7,1e-4,251.4040835808899
180,70.4260483957439,0,0,0,135.041642072343,0.0560433311881113,0,0,0,7,0.7,1e-4,205.52373379927502
210,42.6797182447716,0,0,0,93.8746301977629,0.0825152428009993,0,0,0,8,0.7,1e-4,136.6368636853355
240,31.4132373089971,0,0,0,82.3279284142407,0.155210269067738,0,0,0,9,0.7,1e-4,113.89637599230554
270,24.5277564046532,0,0,0,75.0777018694155,0.279665690225408,0,0,0,10,0.7,1e-4,99.88512396429411
300,18.5839761827382,0,0,0,68.3596620558491,0.517467042969583,0,0,0,11,0.7,1e-4,87.46110528155688
330,13.6042279517025,0,0,0,61.1934595519791,0.955090750075945,0,0,0,12,0.7,1e-4,75.75277825375755
360,9.67445136939983,0,0,0,54.2799734654392,1.80225137678382,0,0,0,13,0.7,1e-4,65.75667621162285
390,6.9132275435479,0,0,0,49.3351409488479,3.48051169122708,0,0,0,14,0.7,1e-4,59.72888018362288
420,5.28076787548975,0,0,0,48.8903932829084,6.86683685324928,0,0,0,15,0.7,1e-4,61.03799801164743
450,4.48756672686362,0,0,0,54.5828873699233,13.4669100173954,0,0,0,16,0.7,1e-4,72.53736411418232
480,4.0497269963048,0,0,0,64.627304747903,24.7035195057258,0,0,0,17,0.7,1e-4,93.3805512499336
510,3.62015383314394,0,0,0,74.8684933762009,40.2570195107275,0,0,0,18,0.7,1e-4,118.74566672007235
540,3.1228455553067,0,0,0,82.1858006301431,58.0877607689195,0,0,0,19,0.7,1e-4,143.3964069543693
570,2.61416696144656,0,0,0,85.8195954552651,76.0498811010418,0,0,0,20,0.7,1e-4,164.48364351775348
600,2.15191238648314,0,0,0,86.4217210273824,92.8300487817555,0,0,0,21,0.7,1e-4,181.40368219562103
630,1.76096788383154,0,0,0,84.9681996917754,107.894519453659,0,0,0,22,0.7,1e-4,194.62368702926594
660,1.44264384832715,0,0,0,82.2803005294732,121.159695012738,0,0,0,23,0.7,1e-4,204.88263939053834
690,1.18793992240864,0,0,0,78.9336265702935,132.744746665042,0,0,0,24,0.7,1e-4,212.86631315774412
720,0.985300388588912,0,0,0,75.2995296726815,142.839600093433,0,0,0,25,0.7,1e-4,219.12443015470342
750,0.823931065192282,0,0,0,71.6062344983234,151.644494604195,0,0,0,26,0.7,1e-4,224.07466016771068
780,0.694830620629516,0,0,0,67.988297905036,159.345314240796,0,0,0,27,0.7,1e-4,228.02844276646152
810,0.590862002186607,0,0,0,64.5209033371478,166.105370911546,0,0,0,28,0.7,1e-4,231.2171362508804
840,0.506496028094733,0,0,0,61.2423007349096,172.064353446198,0,0,0,29,0.7,1e-4,233.81315020920232
870,0.437489645855385,0,0,0,58.16813645181,177.340164268018,0,0,0,30,0.7,1e-4,235.94579036568337
900,0.380593440214731,0,0,0,55.3005045327192,182.031708672192,0,0,0,31,0.7,1e-4,237.71280664512594
930,0.333313532561864,0,0,0,52.6336289216714,186.221788320002,0,0,0,32,0.7,1e-4,239.18873077423527
960,0.293727075466625,0,0,0,50.1574106714755,189.97975418658,0,0,0,33,0.7,1e-4,240.43089193352213
990,0.260342597251825,0,0,0,47.8596248737134,193.363805667007,0,0,0,34,0.7,1e-4,241.48377313797224
1020,0.231995404658826,0,0,0,45.7272638193928,196.422925603884,0,0,0,35,0.7,1e-4,242.38218482793565
1050,0.207769510751735,0,0,0,43.7473405743879,199.198483242205,0,0,0,36,0.7,1e-4,243.15359332734462
1080,0.186939318445229,0,0,0,41.9073522114303,201.725550906839,0,0,0,37,0.7,1e-4,243.81984243671454
1110,0.168925919293305,0,0,0,40.1955293903328,204.0339811638,0,0,0,38,0.7,1e-4,244.3984364734261
1140,0.153264188523942,0,0,0,38.6009530291412,206.14928691004,0,0,0,39,0.7,1e-4,244.90350412770513
1170,0.139577868411795,0,0,0,37.1135895841938,208.093360813699,0,0,0,40,0.7,1e-4,245.3465282663046
1200,0.127560583651919,0,0,0,35.724277789809,209.885064422482,0,0,0,41,0.7,1e-4,245.7369027959429
1230,0.11696128292264,0,0,0,34.4246877392268,211.540711742503,0,0,0,42,0.7,1e-4,246.08236076465244
1260,0.107573001391398,0,0,0,33.2072654915858,213.074467377171,0,0,0,43,0.7,1e-4,246.3893058701482
1290,0.0992241297964856,0,0,0,32.0651714318272,214.498675410381,0,0,0,44,0.7,1e-4,246.66307097200468
1320,0.0917715871681046,0,0,0,30.9922174167478,215.82413203923701,0,0,0,45,0.7,1e-4,246.90812104315293
1350,0.0850954483691096,0,0,0,29.9828056876244,217.060312400624,0,0,0,46,0.7,1e-4,247.12821353661752
1380,0.0790946904294276,0,0,0,29.0318712170501,218.215559985324,0,0,0,47,0.7,1e-4,247.32652589280355
1410,0.0736838045957973,0,0,0,28.1348283257526,219.297245396158,0,0,0,48,0.7,1e-4,247.5057575265064
1440,0.0687900823411031,0,0,0,27.2875218859168,220.311899900942,0,0,0,49,0.7,1e-4,247.6682118691999
1470,0.0643514291663931,0,0,0,26.4861831112376,221.265328189476,0,0,0,50,0.7,1e-4,247.81586272988
1500,0.060314594115264,0,0,0,25.7273897488426,222.162703911722,0,0,0,51,0.7,1e-4,247.95040825467984
1530,0.0566337285545297,0,0,0,25.0080303873744,223.008650908571,0,0,0,52,0.7,1e-4,248.07331502449995
1560,0.0532692071645404,0,0,0,24.3252725481105,223.807312512481,0,0,0,53,0.7,1e-4,248.18585426775604
1590,0.050186658832545,0,0,0,23.676534211859,224.562410865672,0,0,0,54,0.7,1e-4,248.28913173636354
1620,0.0473561664265213,0,0,0,23.0594584403338,225.277297857016,0,0,0,55,0.7,1e-4,248.38411246377632
1650,0.0447516031071269,0,0,0,22.4718907682437,225.954998998345,0,0,0,56,0.7,1e-4,248.47164136969582
1680,0.0423500795487399,0,0,0,21.9118590659251,226.598251333252,0,0,0,57,0.7,1e-4,248.55246047872583
1710,0.0401314816599889,0,0,0,21.3775555985379,227.209536286086,0,0,0,58,0.7,1e-4,248.62722336628389
1740,0.0380780824729245,0,0,0,20.8673210344555,227.791108207378,0,0,0,59,0.7,1e-4,248.69650732430642
1770,0.0361742150731923,0,0,0,20.3796301812429,228.345019247773,0,0,0,60,0.7,1e-4,248.7608236440891
1800,0.0344059959713126,0,0,0,19.9130792517994,228.87314109044,0,0,0,61,0.7,1e-4,248.8206263382107
1830,0.0327610903192303,0,0,0,19.4663744854826,229.377183987724,0,0,0,62,0.7,1e-4,248.87631956352584
1860,0.0312285119723554,0,0,0,19.0383219692102,229.858713478064,0,0,0,63,0.7,1e-4,248.92826395924655
1890,0.0297984526740303,0,0,0,18.6278185216453,230.319165101343,0,0,0,64,0.7,1e-4,248.97678207566233
1920,0.0284621356649655,0,0,0,18.2338435197298,230.759857382672,0,0,0,65,0.7,1e-4,249.02216303806676
1950,0.0272116898474637,0,0,0,17.8554515611452,231.182003314305,0,0,0,66,0.7,1e-4,249.06466656529767
1980,0.0260400413042222,0,0,0,17.4917658689408,231.586720531721,0,0,0,67,0.7,1e-4,249.10452644196602
0,250,0,0,0,0,0,0,0,0,1,0.7,2e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.7,2e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.7,2e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.7,2e-4,250.000018876751
120,210.441145081574,0,0,0,67.0214282108149,0.0168023709046736,0,0,0,5,0.7,2e-4,277.4793756632936
150,129.993286942283,0,0,0,121.362169109835,0.0599750362746307,0,0,0,6,0.7,2e-4,251.4154310883926
180,70.4286618881171,0,0,0,135.02613879259,0.112055710707328,0,0,0,7,0.7,2e-4,205.56685639141443
210,42.693709373079,0,0,0,93.8833617028702,0.164942395290332,0,0,0,8,0.7,2e-4,136.74201347123955
240,31.4467137314718,0,0,0,82.3777153038126,0.31004423016267,0,0,0,9,0.7,2e-4,114.13447326544706
270,24.6007795790048,0,0,0,75.2525741774948,0.557890357253341,0,0,0,10,0.7,2e-4,100.41124411375293
300,18.723564725819,0,0,0,68.8138500637455,1.02921065638805,0,0,0,11,0.7,2e-4,88.56662544595255
330,13.863535531413,0,0,0,62.3069804108899,1.88817994696578,0,0,0,12,0.7,2e-4,78.05869588926868
360,10.1284813887638,0,0,0,56.8086841251708,3.51930256764564,0,0,0,13,0.7,2e-4,70.45646808158024
390,7.62931156523782,0,0,0,54.46165806272,6.63121503364749,0,0,0,14,0.7,2e-4,68.72218466160531
420,6.20862824994653,0,0,0,57.3170831477157,12.4620109061402,0,0,0,15,0.7,2e-4,75.98772230380243
450,5.41421991954399,0,0,0,64.9533511750284,22.4174446831253,0,0,0,16,0.7,2e-4,92.7850157776977
480,4.78656768818339,0,0,0,74.0970533264055,36.7457613290361,0,0,0,17,0.7,2e-4,115.629382343625
510,4.13552748544411,0,0,0,81.3986678833196,53.9169559983241,0,0,0,18,0.7,2e-4,139.45115136708782
540,3.47717259087288,0,0,0,85.4592522907645,71.8031224893525,0,0,0,19,0.7,2e-4,160.73954737098987
570,2.87204194749692,0,0,0,86.5113058665901,88.8619834784733,0,0,0,20,0.7,2e-4,178.24533129256034
600,2.35436185751793,0,0,0,85.387224909654,104.350581273224,0,0,0,21,0.7,2e-4,192.09216804039593
630,1.92958112594409,0,0,0,82.899397764223,118.064649826562,0,0,0,22,0.7,2e-4,202.8936287167291
660,1.58819963689102,0,0,0,79.6543337368007,130.068568207079,0,0,0,23,0.7,2e-4,211.31110158077072
690,1.31602893987151,0,0,0,76.0562426460102,140.533080891126,0,0,0,24,0.7,2e-4,217.9053524770077
720,1.09915094849013,0,0,0,72.358427495063,149.655708263467,0,0,0,25,0.7,2e-4,223.11328670702014
750,0.925686820388255,0,0,0,68.712497043162,157.626311230534,0,0,0,26,0.7,2e-4,227.26449509408425
780,0.786101353219547,0,0,0,65.2046058111422,164.614349382386,0,0,0,27,0.7,2e-4,230.60505654674773
810,0.672957759270758,0,0,0,61.8798298517675,170.765867312417,0,0,0,28,0.7,2e-4,233.31865492345523
840,0.580528757641808,0,0,0,58.7579428896832,176.204560991231,0,0,0,29,0.7,2e-4,235.543032638556
870,0.504420870739964,0,0,0,55.8434507970657,181.034330626618,0,0,0,30,0.7,2e-4,237.38220229442365
900,0.441260340497058,0,0,0,53.1319151282529,185.342166448681,0,0,0,31,0.7,2e-4,238.91534191743096
930,0.388446355244521,0,0,0,50.6139107384876,189.200882386513,0,0,0,32,0.7,2e-4,240.20323948024512
960,0.343962820567792,0,0,0,48.2774827508698,192.671521447457,0,0,0,33,0.7,2e-4,241.2929670188946
990,0.306236769645967,0,0,0,46.1096534692945,195.805395638506,0,0,0,34,0.7,2e-4,242.2212858774465
1020,0.274032431779222,0,0,0,44.0973285036579,198.645782171254,0,0,0,35,0.7,2e-4,243.01714310669112
1050,0.246372018491002,0,0,0,42.2278237683061,201.229319007684,0,0,0,36,0.7,2e-4,243.70351479448112
1080,0.222476343589049,0,0,0,40.4891542863532,203.587146988112,0,0,0,37,0.7,2e-4,244.29877761805426
1110,0.201720122039386,0,0,0,38.8701745749129,205.745842669291,0,0,0,38,0.7,2e-4,244.81773736624328
1140,0.183598139446323,0,0,0,37.3606278612859,207.728180265608,0,0,0,39,0.7,2e-4,245.2724062663402
1170,0.167699495568144,0,0,0,35.9511406232291,209.553754880128,0,0,0,40,0.7,2e-4,245.67259499892523
1200,0.153687870925378,0,0,0,34.6331856521204,211.239493453152,0,0,0,41,0.7,2e-4,246.02636697619778
1230,0.141286310114873,0,0,0,33.3990282983264,212.800074870445,0,0,0,42,0.7,2e-4,246.34038947888627
1260,0.130265411755757,0,0,0,32.2416650628421,214.248276513712,0,0,0,43,0.7,2e-4,246.62020698830986
1290,0.120434103405026,0,0,0,31.154760162005,215.595261138103,0,0,0,44,0.7,2e-4,246.87045540351303
1320,0.111632390120053,0,0,0,30.1325834191785,216.850815219797,0,0,0,45,0.7,2e-4,247.09503102909554
1350,0.103725619294293,0,0,0,29.1699513833799,218.02354772016199,0,0,0,46,0.7,2e-4,247.29722472283618
1380,0.0965999175745765,0,0,0,28.2621726525196,219.121056459689,0,0,0,47,0.7,2e-4,247.47982902978316
1410,0.0901585393011043,0,0,0,27.4049978018879,220.150067897433,0,0,0,48,0.7,2e-4,247.645224238622
1440,0.0843189280448354,0,0,0,26.5945739655001,221.116554998007,0,0,0,49,0.7,2e-4,247.79544789155193
1470,0.0790103392382282,0,0,0,25.827403909711,222.025836979494,0,0,0,50,0.7,2e-4,247.93225122844322
1500,0.0741719067760307,0,0,0,25.1003093233321,222.88266402543,0,0,0,51,0.7,2e-4,248.05714525553813
1530,0.0697510628226266,0,0,0,24.4103979924012,223.691289475004,0,0,0,52,0.7,2e-4,248.17143853022782
1560,0.0657022400964661,0,0,0,23.755034508579,224.45553154855,0,0,0,53,0.7,2e-4,248.27626829722547
1590,0.0619858012140976,0,0,0,23.1318141633815,225.178826297194,0,0,0,54,0.7,2e-4,248.3726262617896
1620,0.0585671514439308,0,0,0,22.5385396967048,225.864273167967,0,0,0,55,0.7,2e-4,248.46138001611575
1650,0.0554160003124134,0,0,0,21.9732005913109,226.514674334492,0,0,0,56,0.7,2e-4,248.54329092611533
1680,0.0525057445679603,0,0,0,21.4339546312703,227.13256874711,0,0,0,57,0.7,2e-4,248.61902912294826
1710,0.0498129505220459,0,0,0,20.9191114694124,227.720261696285,0,0,0,58,0.7,2e-4,248.68918611621945
1740,0.0473169181134106,0,0,0,20.4271179751956,228.279850552003,0,0,0,59,0.7,2e-4,248.75428544531204
1770,0.0449993124525146,0,0,0,19.9565451592452,228.813247234247,0,0,0,60,0.7,2e-4,248.8147917059447
1800,0.0428438513055098,0,0,0,19.5060764937117,229.322197880951,0,0,0,61,0.7,2e-4,248.87111822596822
1830,0.040836039127223,0,0,0,19.0744974684165,229.808300106448,0,0,0,62,0.7,2e-4,248.9236336139917
1860,0.0389629399712236,0,0,0,18.6606862414523,230.273018182668,0,0,0,63,0.7,2e-4,248.97266736409154
1890,0.0372129829845296,0,0,0,18.2636052596038,230.717696424712,0,0,0,64,0.7,2e-4,249.0185146673003
1920,0.0355757953063621,0,0,0,17.882293738751,231.143571020276,0,0,0,65,0.7,2e-4,249.06144055433336
1950,0.034042058090115,0,0,0,17.5158609075105,231.55178050703,0,0,0,66,0.7,2e-4,249.1016834726306
1980,0.0326033820986612,0,0,0,17.163479928894,231.943375072444,0,0,0,67,0.7,2e-4,249.13945838343668
0,250,0,0,0,0,0,0,0,0,1,0.7,3e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.7,3e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.7,3e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.7,3e-4,250.000018876751
120,210.43800241355,0,0,0,67.0182257320811,0.025202365998355,0,0,0,5,0.7,3e-4,277.48143051162947
150,129.990682208968,0,0,0,121.346142582135,0.0899505553575218,0,0,0,6,0.7,3e-4,251.42677534646052
180,70.4312736152227,0,0,0,135.01063679811,0.168037171824214,0,0,0,7,0.7,3e-4,205.6099475851569
210,42.7076757845908,0,0,0,93.8920138536819,0.247281685793994,0,0,0,8,0.7,3e-4,136.8469713240667
240,31.4800414257538,0,0,0,82.4270419842543,0.46450410696286,0,0,0,9,0.7,3e-4,114.37158751697096
270,24.6730321663915,0,0,0,75.4246246571484,0.834692627444486,0,0,0,10,0.7,3e-4,100.93234945098439
300,18.8599010063304,0,0,0,69.2540160742987,1.53538455897762,0,0,0,11,0.7,3e-4,89.64930163960672
330,14.1097818819857,0,0,0,63.3523454338696,2.80044627789207,0,0,0,12,0.7,3e-4,80.26257359374738
360,10.5354981757991,0,0,0,59.0348426433588,5.15977394732694,0,0,0,13,0.7,3e-4,74.73011476648485
390,8.20783305168644,0,0,0,58.4785484645906,9.51104965086588,0,0,0,14,0.7,3e-4,76.19743116714292
420,6.85987976347452,0,0,0,62.9181783304207,17.1809399544215,0,0,0,15,0.7,3e-4,86.95899804831672
450,5.98787705147672,0,0,0,70.7491161406884,29.1514148197455,0,0,0,16,0.7,3e-4,105.88840801191063
480,5.21256367661477,0,0,0,78.5951820149557,44.8692373123045,0,0,0,17,0.7,3e-4,128.67698300387497
510,4.43284506931841,0,0,0,83.9932729021944,62.4519650580987,0,0,0,18,0.7,3e-4,150.8780830296115
540,3.69073018683446,0,0,0,86.3422360888611,80.0008758240677,0,0,0,19,0.7,3e-4,170.03384209976326
570,3.03642917693906,0,0,0,86.1641930263862,96.3477935891716,0,0,0,20,0.7,3e-4,185.54841579249685
600,2.48932070014635,0,0,0,84.2648851204049,111.012204175366,0,0,0,21,0.7,3e-4,197.76640999591723
630,2.04521205953009,0,0,0,81.3375810898517,123.923203241028,0,0,0,22,0.7,3e-4,207.3059963904098
660,1.68965204899197,0,0,0,77.8759179356755,135.199224409916,0,0,0,23,0.7,3e-4,214.76479439458348
690,1.40614237967054,0,0,0,74.2011423321726,145.025886402381,0,0,0,24,0.7,3e-4,220.63317111422413
720,1.1797128245983,0,0,0,70.5110523478949,153.598479791742,0,0,0,25,0.7,3e-4,225.2892449642352
750,0.997987051032537,0,0,0,66.9216312874497,161.098123564617,0,0,0,26,0.7,3e-4,229.01774190309922
780,0.851168420021292,0,0,0,63.4966528520889,167.68379580019501,0,0,0,27,0.7,3e-4,232.0316170723052
810,0.731658757413085,0,0,0,60.2673430883293,173.49135115562,0,0,0,28,0.7,3e-4,234.4903530013624
840,0.633613641136035,0,0,0,57.245042882113,178.635358715947,0,0,0,29,0.7,3e-4,236.51401523919603
870,0.552544521846368,0,0,0,54.4292424792387,183.211859858985,0,0,0,30,0.7,3e-4,238.1936468600701
900,0.48499603143932,0,0,0,51.8126338063561,187.301215091238,0,0,0,31,0.7,3e-4,239.59884492903342
930,0.428295827910813,0,0,0,49.3842623931467,190.970705025921,0,0,0,32,0.7,3e-4,240.78326324697852
960,0.380364863120717,0,0,0,47.1314736919765,194.276778137732,0,0,0,33,0.7,3e-4,241.78861669282924
990,0.339574893051131,0,0,0,45.0410961695827,197.266938250575,0,0,0,34,0.7,3e-4,242.64760931320885
1020,0.304641804976044,0,0,0,43.1001421611134,199.981305200785,0,0,0,35,0.7,3e-4,243.38608916687443
1050,0.274545694182969,0,0,0,41.2962050616821,202.453894844747,0,0,0,36,0.7,3e-4,244.02464560061208
1080,0.248470790080337,0,0,0,39.6176665110383,204.713664957472,0,0,0,37,0.7,3e-4,244.57980225859063
1110,0.22576009039435,0,0,0,38.0537860002291,206.785368964938,0,0,0,38,0.7,3e-4,245.06491505556144
1140,0.205880911473437,0,0,0,36.5947190666062,208.690253322218,0,0,0,39,0.7,3e-4,245.49085330029766
1170,0.188398568845716,0,0,0,35.231493456207,210.446628237123,0,0,0,40,0.7,3e-4,245.86652026217573
1200,0.172956141615852,0,0,0,33.9559618686567,212.070335966546,0,0,0,41,0.7,3e-4,246.19925397681854
1230,0.15925881409865,0,0,0,32.760742982351,213.57513626467,0,0,0,42,0.7,3e-4,246.49513806111963
1260,0.147061681351784,0,0,0,31.6391580077734,214.973024727433,0,0,0,43,0.7,3e-4,246.75924441655818
1290,0.136160192013988,0,0,0,30.5851671563404,216.274496666401,0,0,0,44,0.7,3e-4,246.99582401475539
1320,0.126382611494818,0,0,0,29.5933085791489,217.488766645667,0,0,0,45,0.7,3e-4,247.2084578363107
1350,0.11758404242956,0,0,0,28.6586411628268,218.623951817908,0,0,0,46,0.7,3e-4,247.40017702316436
1380,0.109641652774365,0,0,0,27.7766918345863,219.687225603924,0,0,0,47,0.7,3e-4,247.57355909128466
1410,0.102450846016024,0,0,0,26.9434075737938,220.684946992025,0,0,0,48,0.7,3e-4,247.73080541183484
1440,0.0959221706475561,0,0,0,26.1551120540175,221.622769723481,0,0,0,49,0.7,3e-4,247.87380394814608
1470,0.0899788130348342,0,0,0,25.4084666830157,222.505734823919,0,0,0,50,0.7,3e-4,248.00418031996952
1500,0.0845545532054803,0,0,0,24.7004357262413,223.338349295944,0,0,0,51,0.7,3e-4,248.1233395753908
1530,0.0795920899298029,0,0,0,24.028255164522,224.124653271322,0,0,0,52,0.7,3e-4,248.2325005257738
1560,0.0750416619225508,0,0,0,23.3894049305924,224.868277505594,0,0,0,53,0.7,3e-4,248.33272409810894
1590,0.0708599076767477,0,0,0,22.7815841803571,225.57249276286,0,0,0,54,0.7,3e-4,248.42493685089386
1620,0.0670089185275067,0,0,0,22.2026892755774,226.240252367439,0,0,0,55,0.7,3e-4,248.50995056154392
1650,0.063455448908586,0,0,0,21.6507941802464,226.874228979086,0,0,0,56,0.7,3e-4,248.588478608241
1680,0.0601702550581217,0,0,0,21.1241330002163,227.476846469325,0,0,0,57,0.7,3e-4,248.66114972459943
1710,0.0571275391392134,0,0,0,20.6210844228066,228.050307630099,0,0,0,58,0.7,3e-4,248.72851959204482
1740,0.0543044802319835,0,0,0,20.1401578390605,228.596618325972,0,0,0,59,0.7,3e-4,248.7910806452645
1770,0.0516808372031702,0,0,0,19.6799809554524,229.11760860249,0,0,0,60,0.7,3e-4,248.84927039514557
1800,0.0492386112776021,0,0,0,19.23928872391,229.614951181873,0,0,0,61,0.7,3e-4,248.90347851706062
1830,0.0469617583836691,0,0,0,18.816913438924,230.090177709909,0,0,0,62,0.7,3e-4,248.95405290721666
1860,0.0448359431454181,0,0,0,18.4117758683379,230.544693061933,0,0,0,63,0.7,3e-4,249.00130487341633
1890,0.0428483278422387,0,0,0,18.0228773002484,230.979787969237,0,0,0,64,0.7,3e-4,249.04551359732764
1920,0.0409873908268697,0,0,0,17.649292402465,231.396650188328,0,0,0,65,0.7,3e-4,249.08692998161987
1950,0.0392427698409842,0,0,0,17.2901628033388,231.796374402864,0,0,0,66,0.7,3e-4,249.12577997604376
1980,0.0376051264396598,0,0,0,16.9446913136465,232.179971020712,0,0,0,67,0.7,3e-4,249.16226746079818
0,250,0,0,0,0,0,0,0,0,1,0.7,4e-4,250
30,250.000322400697,0,0,0,0,0,0,0,0,2,0.7,4e-4,250.000322400697
60,250.000090984018,0,0,0,0,0,0,0,0,3,0.7,4e-4,250.000090984018
90,250.000018876751,0,0,0,0,0,0,0,0,4,0.7,4e-4,250.000018876751
120,210.434859947517,0,0,0,67.0150237239939,0.0336015676204935,0,0,0,5,0.7,4e-4,277.48348523913137
150,129.988078242502,0,0,0,121.330120034356,0.119918079763697,0,0,0,6,0.7,4e-4,251.43811635662172
180,70.4338835789905,0,0,0,134.995136091019,0.223987747751893,0,0,0,7,0.7,4e-4,205.6530074177614
210,42.7216175594195,0,0,0,93.9005869506416,0.329533341641671,0,0,0,8,0.7,4e-4,136.95173785170277
240,31.5132216208684,0,0,0,82.4759124588123,0.618592100508522,0,0,0,9,0.7,4e-4,114.60772618018922
270,24.7445290160505,0,0,0,75.5939098249918,1.1100907025027,0,0,0,10,0.7,4e-4,101.44852954354499
300,18.9931218151282,0,0,0,69.68076584619,2.03613527474529,0,0,0,11,0.7,4e-4,90.7100229360635
330,14.3441267429492,0,0,0,64.3357384304877,3.69296040217478,0,0,0,12,0.7,4e-4,82.37282557561167
