"Time","ZW","ZZ","MaZ","MbZ","MaMb","MaMa","MbMb","RZ","MaR","MbR","RR","MaW","MbW","RW"
0,0,50,0,0,200,0,0,0,0,0,0,0,0,0
30,0,38.5717807778729,49.4579566757638,49.4579566757638,12.9786754664522,0,0,42.3925342935118,0,0,0,0,0,0
60,0,38.948997660691,16.2363761341787,16.0425187291966,12.0792618653626,0,0,81.3529214954381,26.4069331431898,22.4867074114412,28.2564738818628,0,0,0
90,0,40.9807224676714,8.93047071301316,8.36838258904932,4.10319878981166,0,0,93.3864659337873,19.4504208784442,17.5795505273843,51.3294934426236,0,0,0
120,0,28.562358111744,5.61437385269335,5.32413879973543,77.6805389722433,0,0,82.4599262516222,46.3200061493859,18.8937660000245,64.9290643295875,0,0,0
150,0,12.6753220194976,7.19727301297223,6.50974963960031,88.9505193875085,0,0,57.3235565158364,71.1892972998669,28.6080263934028,75.5043160611039,0,0,0
180,0,4.70974559447368,5.37633753630627,4.54067100175896,92.0055198462717,0,0,37.3447783996582,84.6800934249297,34.7110936153199,87.3738673861362,0,0,0
210,0,2.00071097151478,3.91724464806333,3.07574072424741,18.273138367038,0,0,28.6462051375467,65.6327571850695,37.1216881539134,112.400073037304,0,0,0
240,0,1.32572544342899,2.23907421429074,1.54501733662683,5.48726339794388,0,0,27.1278733562469,44.4370049473502,29.0747048183676,141.568258568233,0,0,0
270,0,1.05294501535852,1.26185034834772,0.869039059731576,2.08083035208744,0,0,26.4739136645819,30.5130408562,20.6267661080923,167.150363080868,0,0,0
300,0,0.915517442004274,0.772528808376791,0.536613385514281,0.889577974804849,0,0,26.0104365492988,21.116423732482,14.5513264744165,185.01665062473,0,0,0
330,0,0.831771226260988,0.495344688101178,0.346666853094806,0.404116806798946,0,0,25.6088170667825,14.7095338172181,10.2484409499282,197.231878543637,0,0,0
360,0,0.778476312807039,0.328297513142309,0.230998610524252,0.19026863194593,0,0,25.2974714222814,10.3037849007903,7.22978763612184,205.572972477741,0,0,0
390,0,0.743208531027838,0.222388982035659,0.157062169543883,0.0916828727143221,0,0,25.0629354757062,7.24988539461605,5.11091544284923,211.323521486347,0,0,0
420,0,0.719374344212107,0.152930851961162,0.108287842560264,0.0448729393911422,0,0,24.8908056127325,5.11839755161012,3.61982467188913,215.322350071882,0,0,0
450,0,0.703012244823686,0.10626777182222,0.0753831677479202,0.0221995038910026,0,0,24.7659473327221,3.62262174123343,2.56763203302343,218.122132457794,0,0,0
480,0,0.691659006044282,0.0743824894216109,0.0528321131347561,0.0110648451200106,0,0,24.6760227600175,2.56863565461031,1.82338565378203,220.092157245464,0,0,0
510,0,0.683720968131145,0.0523313468393669,0.0372032248784665,0.00554395943538638,0,0,24.6115154315493,1.82369709462444,1.29597316476223,221.483275529891,0,0,0
540,0,0.678140825304471,0.0369505265160285,0.0262855047619462,0.00278801374670937,0,0,24.565353794251,1.29602338234549,0.921691077391861,222.468088323113,0,0,0
570,0,0.674203154707242,0.0261570164342984,0.0186157404678751,0.00140572472680821,0,0,24.5323703821072,0.921651153149004,0.655800659334547,223.166517609991,0,0,0
600,0,0.671416945427269,0.01854990767719,0.0132060616733672,0.000710078337648802,0,0,24.5088261341194,0.655737782612848,0.46676723996746,223.662475156685,0,0,0
630,0,0.669441671322147,0.0131720449230156,0.00937959055821155,0.000359153563548959,0,0,24.4920306275966,0.46670637610365,0.332300421149507,224.01497571994,0,0,0
660,0,0.668039380770487,0.00936183689507409,0.00666748779383677,0.000181826619407673,0,0,24.4800546264221,0.332249405807743,0.236610756233268,224.265675985987,0,0,0
690,0,0.667042889517871,0.00665810767271675,0.00474244300035522,9.21131171418922e-05,0,0,24.4715177144921,0.236570706618449,0.168496283797008,224.444057055823,0,0,0
720,0,0.666334272815316,0.00473741131192341,0.00337464496990026,4.66862979928172e-05,0,0,24.4654335637932,0.168465936157108,0.120000620715374,224.57102215856,0,0,0
750,0,0.665830117228418,0.00337189536921233,0.00240207462553528,2.36702321934211e-05,0,0,24.4610980910377,0.119978102844787,0.0854679515818187,224.661412246391,0,0,0
780,0,0.665471301810666,0.00240053855204068,0.00171016960169695,1.20038040102825e-05,0,0,24.4580090122756,0.0854514627205692,0.0608754379543125,224.72577417506,0,0,0
810,0,0.66521586305655,0.00170928947631958,0.00121775241614628,6.08847905843924e-06,0,0,24.4558081619618,0.0608634676744497,0.0433605168094587,224.771608245087,0,0,0
840,0,0.665033985028563,0.00121723397338765,0.000867214681731044,3.08852488174137e-06,0,0,24.4542402195128,0.0433518770040459,0.0308856295657924,224.804250805398,0,0,0
870,0,0.664904467345049,0.000866900387902657,0.000617629866559548,1.56686177323985e-06,0,0,24.4531232168571,0.0308794181907232,0.0220001351795257,224.82749989462,0,0,0
900,0,0.664812227758719,0.000617433881672565,0.0004399002450831,7.94944531064751e-07,0,0,24.4523274840249,0.02199568184107,0.0156710878341025,224.844059353758,0,0,0
930,0,0.664746532546123,0.000439774788159093,0.000313326689205002,4.03331260490037e-07,0,0,24.4517606283168,0.0156679010190015,0.011162884588498,224.855854396278,0,0,0
960,0,0.66469974070734,0.000313244499702758,0.000223178768641876,2.04644659385033e-07,0,0,24.4513568228376,0.0111606071430107,0.007951630927289,224.864256001042,0,0,0
990,0,0.664666411824414,0.000223123863588905,0.000158970714745524,1.03836142171211e-07,0,0,24.4510691704829,0.00795000489043372,0.00566418940683377,224.870240553257,0,0,0
