Time,Patch,ZWZW,ZWZZ,ZWMZ,ZWMM,ZWMW,ZWRW,ZWRZ,ZWMR,ZWRR,ZZZW,ZZZZ,ZZMZ,ZZMM,ZZMW,ZZRW,ZZRZ,ZZMR,ZZRR,MZZW,MZZZ,MZMZ,MZMM,MZMW,MZRW,MZRZ,MZMR,MZRR,MMZW,MMZZ,MMMZ,MMMM,MMMW,MMRW,MMRZ,MMMR,MMRR,MWZW,MWZZ,MWMZ,MWMM,MWMW,MWRW,MWRZ,MWMR,MWRR,RWZW,RWZZ,RWMZ,RWMM,RWMW,RWRW,RWRZ,RWMR,RWRR,RZZW,RZZZ,RZMZ,RZMM,RZMW,RZRW,RZRZ,RZMR,RZRR,MRZW,MRZZ,MRMZ,MRMM,MRMW,MRRW,MRRZ,MRMR,MRRR,RRZW,RRZZ,RRMZ,RRMM,RRMW,RRRW,RRRZ,RRMR,RRRR
62,1,0,3.55130365232321,0.827604051298267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064051771983381,0.284673594428255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,0,3.23168632361412,0.753119686681423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582871125048767,0.259052970929712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,0,2.94083455448885,0.685338914880095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530412723794378,0.235738203546038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,0,2.67615944458485,0.623658412540886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482675578652884,0.214521765226895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,0,2.43530509457222,0.567529155412207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439234776574124,0.195214806356474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,0,2.21612763606072,0.516451531425108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399703646682453,0.177645473784391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,0,2.01667614881525,0.469970893596848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363730318481032,0.161657381143796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,0,1.83517529542188,0.427673513173132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033099458981774,0.147108216840855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,0,1.67000951883391,0.38918289698755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301205076734143,0.133868477325178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,1.51970866213886,0.354156436258671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027409661982807,0.121820314365912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,0,1.38293488254636,0.32228235699539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249427924043544,0.11085648607298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,0,1.25847074311719,0.293276944865805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226979410879625,0.100879402326411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,0,1.14520837623664,0.266882019827883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206551263900459,0.0918002561170344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,0,1.04213962237534,0.242862638043373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187961650149417,0.0835382330665013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0.948347056361563,0.22100500061947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017104510163597,0.0760197920905162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,0,0.862995821289023,0.201114550563717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155651042488733,0.0691780108023697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0.785326197373011,0.183014241012983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141642448664747,0.0629519898301565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,0,0.71464683960944,0.166542959321814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128894628284919,0.0572863107454424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,0,0.65032862404459,0.151554092982851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117294111739277,0.0521305427783526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,0,0.591799047880577,0.137914224614395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106737641682742,0.0474387939283008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,0,0.538537133571325,0.125501944399099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097131253931295,0.0431693024747538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,0,0.490068791549906,0.11420676940318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883894410774785,0.0392840652520259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,0,0.445962600310414,0.103928160156894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804343913805054,0.0357484993793436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,0,0.405825966282477,0.0945746257427735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731952961562599,0.0325311344352027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,0,0.369301629317054,0.0860629094259239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666077195021965,0.0296033323360344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,0,0.336064482678519,0.0783172475775907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606130247469989,0.0269390324257913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,0,0.305818679237453,0.0712686952956076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055157852519769,0.0245145195074701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0.278294998106082,0.0648545127190029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501936457929898,0.0223082127517978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,0,0.253248448276535,0.0590176065742926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456762176716207,0.020300473604136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,0,0.230456087931646,0.0537060219826063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415653580811748,0.0184734309797638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,0,0.209715040017798,0.0488724800041717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378244758538691,0.016810822191585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,0.190840686416196,0.0444739568037963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344202730270209,0.0152978481943424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,0,0.173665024638739,0.0404713006914546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031322448454589,0.0139210418568516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,0,0.158035172421252,0.0368288836292237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028503428093676,0.0126681480897349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,0,0.14381200690334,0.0335142841025936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259381195652451,0.0115280147616588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,0,0.130868926282039,0.0304979985333602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236036888043731,0.0104904934331095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,0,0.119090722916656,0.0277531786653577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214793568119795,0.00954634902412963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,0,0.108372557854157,0.0252553925854755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195462146989014,0.00868717761195797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0.0986190276472824,0.0229824072527827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177870553760002,0.00790533162688175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,0,0.089743315159027,0.0209139906000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161862203921602,0.00719385178046239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,0,0.0816664167947146,0.0190317314460294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147294605568658,0.00654640512022078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0.0743164392831903,0.0173188756158868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134038091067479,0.00595722865940091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,0,0.0676279597477032,0.0157601768104569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121974662871406,0.00542107808005483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0.0615414433704099,0.0143417608975158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110996943212979,0.00493318105284989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,0,0.056002713467073,0.0130510024167394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101007218323811,0.0044891947580934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0.0509624692550364,0.0118764121992329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091916568674668,0.004085167229865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,0,0.0463758470220831,0.0108075351013019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000836440774939479,0.00371750217917715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,0,0.0422020207900957,0.00983485694218473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000761161105194926,0.0033829269830512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0.0384038389189871,0.0089497198173881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692656605727383,0.0030784635545766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,0,0.0349474934162782,0.00814424503382317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630317511211918,0.0028014018346647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0.0318022190088132,0.00741126298077909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573588935202846,0.00254927566954488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,0,0.02894001929802,0.00674424931250897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052196593103459,0.00231984085928584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,0,0.0263354175611982,0.00613726687438316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474988997241477,0.00211105518195011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,0,0.0239652299806904,0.00558491285568868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432239987489744,0.0019210602155746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,0,0.0218083592824282,0.0050822706986767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393338388615667,0.00174816479617289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,0,0.0198456069470097,0.00462486633579579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357937933640257,0.00159082996451733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,0,0.0180595023217788,0.00420862836557417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325723519612634,0.00144765526771077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,0,0.0164341471128187,0.0038298518126725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296408402847497,0.0013173662936168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0.014955073872665,0.00348516514953197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269731646591222,0.00119880332719129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0.0136091172241252,0.0031715002860741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245455798398012,0.00109091102774407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,0,0.0123842966739539,0.00288606526032743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223364776542191,0.000992729035247106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0.0112697099732981,0.00262631938689796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203261946653394,0.000903383422074867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,0,0.0102554360757012,0.00238995064207714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184968371454588,0.000822078914088129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0.00933244682888813,0.0021748550842902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168321218023675,0.000748091811820197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,0,0.0084925266142882,0.00197911812670408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153172308401545,0.000680763548756379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,0,0.00772819921900226,0.00180099749530071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139386800645406,0.000619494829368305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,0,0.00703266128929206,0.00163890772072365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126841988587319,0.000563740294725158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,0,0.00639972177325577,0.00149140602585852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011542620961446,0.000513003668199894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,0.00582374681366275,0.00135717948353125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105037850749159,0.000466833338061903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,0,0.00529960960043311,0.00123503333001344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55844441817346e-05,0.000424818337636332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
